municipality,year,election_type,expected,provenance,native_url,hosted_url,source,confidence,verification,priority,pdf_filename,has_pdf,has_json,status,markdown_url,conversion_method,known_bad_url,coverage_state,source_kind
West Boylston,2026,regular,yes,custom-search-2026,https://www.westboylston-ma.gov/sites/g/files/vyhlif1421/f/uploads/official_results_june_2_2026.pdf,,,,,,,no,no,pdf_hosted,,,,published,official
West Bridgewater,2021,regular,yes,LEO,https://archives.lib.state.ma.us/server/api/core/bitstreams/bfd2883b-efff-49c5-ba66-d3add92b2288/content,,manual,low,"landed 2026-09-01 from the round-9 gap sweep (ATR; #pages 19-21 of West Bridgewater-2021.pdf (MA State Library,); artifact only, parse and gate follow",70,,no,no,published,,,https://www.westbridgewaterma.org/Website%20Functions/calendar_app/document_center/ANNUAL%20REPORT%202021%20WEB%20Town%20of%20W%20Bridgewater.pdf,published,official
West Bridgewater,2022,regular,yes,LEO,https://archives.lib.state.ma.us/server/api/core/bitstreams/b5a732f8-aad0-4588-9a73-7bfd99897126/content #page=18,,manual,low,manual_ingest,70,,no,no,published,,,https://westbridgewaterma.org/Website%20Functions/calendar_app/document_center/2022%20Annual%20report%20-%20Town%20of%20WB.pdf,published,official
West Bridgewater,2023,regular,yes,LEO,https://archives.lib.state.ma.us/server/api/core/bitstreams/c984a11b-b49f-402b-8408-10ecfc86ff17/content #page=19,,manual,manual,manual_ingest,95,,no,no,published,,,https://www.westbridgewaterma.org/Website%20Functions/calendar_app/document_center/2023%20Town%20of%20West%20Bridgeater%20Annual%20Report.pdf,published,official
West Bridgewater,2024,regular,yes,LEO,https://archives.lib.state.ma.us/server/api/core/bitstreams/46d9ce1d-78cb-48bd-ac59-ffedeb9097ba/content,,manual,medium,"landed 2026-08-25 from the Chrome ingest (ATR, #pages 22-24 of WestBridgewater-2024.pdf); 11 races",70,,no,no,published,,,https://www.westbridgewaterma.org/document_center/2024%20Town%20of%20West%20Bridgeater%20Annual%20Report%20WEB.pdf,published,official
West Bridgewater,2025,regular,yes,NEWS,https://959watd.com/blog/2025/04/eight-percent-turnout-at-west-bridgewater-annual-town-election/,,manual,low,,70,WestBridgewater2025_d0.pdf,,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/WestBridgewater2025.md,playwright+docling-2.66.0,,published,news
West Bridgewater,2026,regular,yes,,https://959watd.com/blog/2026/04/rockland-west-bridgewater-hold-elections/,,,,"landed 2026-08-25 from the Chrome ingest (news, -); 4 races",,,no,no,missing,,,,published,news
West Brookfield,2021,regular,yes,ATR,https://storage.googleapis.com/juniper-media-library/43/2023/10/2021%20Annual%20Town%20Report.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestBrookfield2021_d0.pdf,dive_atr,,atr_cropped,,WestBrookfield2021_d0.pdf,yes,yes,pdf_hosted,,,,published,official
West Brookfield,2022,regular,yes,LEO,https://www.wbrookfield.com/vertical/Sites/%7BB56533C2-1DA3-4729-9D48-8DC44122BE48%7D/uploads/West_Brookfield_Zoning_Survey_Results.pdf,,manual,,"TOWN LIBRARY ENUMERATED WHOLE, AND THE CHANNEL IS PROVEN BUT THE VOLUME IS ABSENT. The town runs a Juniper site whose media library is listable without any filtering: storage.googleapis.com/juniper-media-library?prefix=43/ paged with max-keys=1000 returns 2,867 objects, every file the town hosts. Read in full rather than keyword-filtered, which is the lesson of Ware 2025 and Merrimac 2022. Result: the earliest election file of any kind is 2018-05-01, and the local-election series runs 2023, 2024, 2025, 2026 with a January 2025 special -- there is NO May 2022 local return. The library also carries three annual reports whose filenames contain no year at all ('ANNUAL REPORT Updated Word_FINAL Report.pdf', '...FINAL_1.04.pdf', 'Final 2023 Annual Report - on website.pdf'), exactly the untemplated-name trap; all three were fetched and all three are the SAME 2023 volume. CHANNEL PROVEN: page 41 of that 2023 report prints 'ANNUAL LOCAL ELECTION - MAY 2, 2023' with the return, so the 2022 volume would close this row. It does not exist anywhere reachable: not in the town library above, and not at the State Library, which holds West Brookfield 2017, 2018, 2021, 2023 and 2024 and no 2022 -- the same '2021 and 2023 but nothing between' shape the maintainer flagged. PARTIAL RESULT WORTH KEEPING: page 40 of the 2023 report is an ELECTED OFFICIALS directory with exact term-end DATES, and every entry ending 5/6/2025 was elected to a three-year term in May 2022: Erik Von Bleicken (Selectmen), Gary Simeone (Assessors), Mary Jane Haesche (Board of Health), Diane Vayda (Common Committee), Susan Rowden (Housing Authority, chairman), Jeffrey Robbins and David Swekla (Library Trustees), David Brown (Planning Board), William Mansfield (Moderator). That fixes WHO won; no tally and no turnout appear anywhere, so it cannot close the row on its own. WAYBACK MEASURED, AND ONE FALSE POSITIVE RULED OUT. A filtered CDX query over wbrookfield.com returned exactly one document captured in 2022 whose name matched the election filter: West_Brookfield_Zoning_Survey_Results.pdf. That is a zoning survey, not a return -- the word 'Results' is doing all the work. The only election artifacts the archive holds for this town at all are 2020 presidential ballot and result images and a 2014 nomination notice. Nothing from 2022. STONEBRIDGE PRESS WEEKLY MEASURED. The publisher's own archive index was pulled whole (POST /PdfSource/ItemIndexGetData, brandId=2) -- 985 Spencer New Leader issues, 992 Blackstone Valley Tribune, 2,282 Southbridge Evening News, each with a date and a PDF URL, so no filename guessing. The five issues following this town's election date -- taken from its OWN published parses, not estimated -- were downloaded and read whole. The paper does not report this town's annual election. It covers Spencer's election in detail and carried North Brookfield's and Brookfield's in 2026, so the channel demonstrably works; it simply does not write up this town. Note the masthead trap: every front page reads 'Free by request to residents of East Brookfield, West Brookfield, North Brookfield, Brookfield, Leicester and Spencer', so a town-name search returns a false hit on every issue ever printed unless that line is stripped first. TURLEY WEEKLY MEASURED VIA WAYBACK. Turley itself now 403s and its own archive links 404 for older issues, but Wayback holds 1,742 dated whole-issue PDFs across seven Turley titles (Barre Gazette, Country Journal, Quaboag Current, Ware River News, Journal Register, Agawam Advertiser, Chicopee Register), 2020 to 2026. The issues following this town's election were retrieved from Actions and read COLUMN-AWARE -- these papers set returns in five narrow columns and a full-page extract interleaves them, the same failure that hid Plainfield 2022. No return for this town-year. The channel demonstrably works: the same issues carry Hardwick's 2026 return in full (380 of 2,199 voters, 17.3%) and Oakham's 2026 (Gehring 308, Haapakoski 78), both towns these papers serve. They simply do not print this one. THE RIGHT CHANNEL, FOUND AND MEASURED. All five of West Brookfield's published rows cite storage.googleapis.com -- the Juniper media library -- and I had never probed that bucket for this town. Its site id is 43 and the bucket was listed IN FULL: 2,867 keys. It holds Annual Town Reports for 2007-2018 and 2021 and NO 2022 volume, which matters because the 2021 report is the source of this town's published 2021 row and the 2023 report prints the 2023 return in full at page 41. It holds the 2022 STATE election results and the September 2022 state primary results, backfilled in 2023/11 -- but no 2022 LOCAL election result. The town carried across everything else it had for that year. The State Library agrees independently: it holds West Brookfield 2014, 2018, 2021, 2023 and 2024 and no 2022. The winners ARE derivable from the 2023 report's ELECTED OFFICIALS list, where terms expiring 5/6/2025 were conferred in 2022 -- Erik Von Bleicken (Selectmen), Gary Simeone (Assessors), Mary Jane Haesche (Board of Health), Diane Vayda (Common Committee), Susan Rowden (Housing Authority) -- but no counts exist anywhere.",,,no,no,discarded_not_results,,,https://www.wbrookfield.com/vertical/Sites/%7BB56533C2-1DA3-4729-9D48-8DC44122BE48%7D/uploads/West_Brookfield_Zoning_Survey_Results.pdf,no_source,other
West Brookfield,2023,regular,yes,LEO,"https://storage.googleapis.com/juniper-media-library/43/2023/11/Local%20Election%20Results%20-%20May%202,%202023.pdf",https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestBrookfield2023_d0.pdf,manual_sources,manual,,95,WestBrookfield2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/WestBrookfield2023.md,pypdf,,published,official
West Brookfield,2024,regular,yes,LEO,https://storage.googleapis.com/juniper-media-library/43/2024/05/2024%20-%20WB%20LOCAL_RESULTS_5-7-24%20-%20Letter%20size.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestBrookfield2024_d0.pdf,collect-crawl,,auto_resourced,,WestBrookfield2024_d0.pdf,yes,yes,pdf_hosted,,,,published,official
West Brookfield,2025,regular,yes,LEO,https://storage.googleapis.com/juniper-media-library/43/2025/05/Official%20local%20election%20results%202025.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestBrookfield2025_d0.pdf,collect-crawl,,auto_resourced,,WestBrookfield2025_d0.pdf,yes,yes,pdf_hosted,,,,published,official
West Brookfield,2026,regular,yes,cohort-2026,"https://storage.googleapis.com/juniper-media-library/43/2026/05/2026 Local Election - Official Results - May 5, 2026.pdf",,,,,,,no,yes,hosted,,,,published,official
West Newbury,2021,regular,yes,LEO,https://www.wnewbury.org/sites/g/files/vyhlif1436/f/news/results_of_town_election_2021.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestNewbury2021_d0.pdf,scraper_sheet9,spraped,,70,WestNewbury2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/WestNewbury2021.md,pypdf,,published,other
West Newbury,2022,regular,yes,LEO,https://www.wnewbury.org/DocumentCenter/View/6479/May-2-2022---Local-Election-Resultspdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestNewbury2022_d0.pdf,crawl,spraped,crawl_verified,70,WestNewbury2022_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/WestNewbury2022.md,pypdf(recrawl),,published,other
West Newbury,2023,regular,yes,LEO,https://www.wnewbury.org/sites/g/files/vyhlif1436/f/uploads/official_town_election_results_2023.pdf,,manual_sources,manual,,95,,no,no,hosted,,pypdf,,published,other
West Newbury,2024,regular,yes,LEO,https://www.wnewbury.org/sites/g/files/vyhlif1436/f/news/unofficial_november_5_2024_general_election_west_newbury_ma.pdf,,manual,spraped,manual_ingest,70,,no,no,pdf_hosted,,,https://www.wnewbury.org/sites/g/files/vyhlif1436/f/news/unofficial_november_5_2024_general_election_west_newbury_ma.pdf,published,other
West Newbury,2025,regular,yes,LEO,https://www.wnewbury.org/DocumentCenter/View/6468/May-5-2025-Official-Local-Election-Resultspdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestNewbury2025_d0.pdf,manual,spraped,manual_ingest | CITATION REPAIRED 2026-08-21 (live URL recovered): 200 via curl_cffi chrome; 2pg May 5 2025 official local election results - replaces a dead URL that was only an election,70,WestNewbury2025_d0.pdf,yes,yes,pdf_hosted,,,,published,other
West Newbury,2026,regular,yes,cohort-2026,https://www.wnewbury.org/DocumentCenter/View/6753/May-4-2026-Annual-Town-Election-Official-Results,,,,,,,no,yes,hosted,,,,published,official
West Springfield,2021,regular,yes,NEWS,https://www.townofwestspringfield.org/government/departments/town-clerk/elections,,manual,,runner_fetch2,,WestSpringfield2021_d0.pdf,,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/WestSpringfield2021.md,docling-html,,published,official
West Springfield,2022,regular,no,NEWS,https://www.wwlp.com/news/political-news/municipal-election-in-west-springfield-preview/,,manual,,,,WestSpringfield2022_d0.pdf,,no,needs_md_html,,,,no_election,news
West Springfield,2023,regular,yes,NEWS,https://www.wwlp.com/news/political-news/election-results-for-western-massachusetts/,,manual_sources,manual,unrecovered_landing,95,WestSpringfield2023_d0.pdf,no,yes,hosted,,,,published,news
West Springfield,2024,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,WestSpringfield2024_d0.pdf,,no,no_election,,,,no_election,other
West Springfield,2025,regular,yes,detally-news-tally,https://drive.google.com/file/d/1FIvwm7c8ylMTXlI97tH674zhqjYqKKP6/view,,manual,,CERTIFIED-CHECK 2026-08-21: already certified - the held Drive file contains the Town Clerk certification letter dated 2025-11-14. No upgrade available or needed.,,,,no,hosted,,playwright+docling-2.66.0,,published,official
West Springfield,2026,regular,no,,,,,,"no_election: even-year row seeded from the 2024 cohort, 2026-08-19",,,,,,,,,no_election,other
West Stockbridge,2021,regular,yes,LEO,https://www.weststockbridge-ma.gov/sites/g/files/vyhlif4031/f/news/election_information_0.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestStockbridge2021_d0.pdf,manual,low,manual_ingest,70,WestStockbridge2021_d0.pdf,yes,yes,hosted,,,,published,official
West Stockbridge,2022,regular,yes,LEO,https://www.weststockbridge-ma.gov/sites/g/files/vyhlif4031/f/news/election_results_2022.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestStockbridge2022_d0.pdf,manual,low,manual_ingest,70,WestStockbridge2022_d0.pdf,yes,yes,pdf_hosted,,,,published,official
West Stockbridge,2023,regular,yes,LEO,https://www.weststockbridge-ma.gov/sites/g/files/vyhlif4031/f/news/election_results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestStockbridge2023_d0.pdf,manual_sources,manual,,95,WestStockbridge2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/WestStockbridge2023.md,docling-2.66.0,,published,official
West Stockbridge,2024,regular,yes,NEWS,https://www.berkshireeagle.com/news/central_berkshires/west-stockbridge-voters-reelect-andrew-krouss-to-the-select-board-in-a-high-turnout-annual-town-election/article_5bad295e-11f4-11ef-94be-df4633c7c501.html,,exa_reviewed,low,auto_resourced,70,WestStockbridge2024_d0.pdf,,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/WestStockbridge2024.md,playwright+docling-2.66.0,,published,news
West Stockbridge,2025,regular,yes,NEWS,https://theberkshireedge.com/west-stockbridge-municipal-election-unofficial-results/,,exa_reviewed,spraped,auto_resourced,70,WestStockbridge2025_d0.pdf,,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/WestStockbridge2025.md,playwright+docling-2.66.0,,published,news
West Stockbridge,2026,regular,yes,cohort-2026,https://news.google.com/rss/articles/CBMifkFVX3lxTE1MQjBJNW96TS1FaVJNR2ZRMUUyWHJnVHcwbG9LMGFXUEJoTjNGeUpyLUVzWVJ6YUtqbUVNZXBMMlBOZGpiU3lWeDE2OFNYU2ZGbVRnUXQ2eTk1dmw2NlB5N1pQYkZSTkpZOV9jcHR2SE90M2EzZ2haRHJDSzd5Zw?oc=5,,,,,,,no,yes,hosted,,,,published,news
West Tisbury,2021,regular,yes,LEO,https://www.westtisbury-ma.gov/DocumentCenter/View/171/2021-Town-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestTisbury2021_d0.pdf,scraper_sheet9,spraped,,70,WestTisbury2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/WestTisbury2021.md,pypdf,,published,official
West Tisbury,2022,regular,yes,LEO,https://www.westtisbury-ma.gov/DocumentCenter/View/172/2022-Town-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestTisbury2022_d0.pdf,scraper_sheet9,spraped,,70,WestTisbury2022_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/WestTisbury2022.md,pypdf,,published,official
West Tisbury,2023,regular,yes,LEO,https://www.westtisbury-ma.gov/DocumentCenter/View/159/2023-Town-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestTisbury2023_d0.pdf,manual,manual,manual_ingest,95,WestTisbury2023_d0.pdf,yes,yes,pdf_hosted,,,,published,official
West Tisbury,2024,regular,yes,LEO,https://www.westtisbury-ma.gov/DocumentCenter/View/148/2024-Town-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestTisbury2024_d0.pdf,scraper_sheet9,spraped,,70,WestTisbury2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/WestTisbury2024.md,pypdf,,published,official
West Tisbury,2025,regular,yes,LEO,https://www.westtisbury-ma.gov/Documents/Government/Town%20Clerk/April%2010%202025%20West%20Tisbury%20Ballot%20Tally%20%28PDF%29.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestTisbury2025_d0.pdf,scraper_sheet9,spraped,CITATION REPAIRED 2026-08-21 (live URL recovered): 200 via curl_cffi chrome after the move off CivicPlus; 2pg April 10 2025 West Tisbury ballot tally 2736 registered voter,70,WestTisbury2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/WestTisbury2025.md,pypdf,,published,official
West Tisbury,2026,regular,yes,harvest-lead-runner,https://www.westtisbury-ma.gov/Ballot%20Tally%204-16-2026-%20West%20Tisbury.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestTisbury2026_d0.pdf,manual,,"landed 2026-08-25 from the Chrome ingest (official, -); 11 races",,WestTisbury2026_d0.pdf,yes,no,pdf_hosted,,,,published,official
Westborough,2021,regular,yes,LEO,https://www.town.westborough.ma.us/DocumentCenter/View/476/Election-Results-2021-PDF?bidId=,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westborough2021_d0.pdf,manual_sources,manual,,95,Westborough2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Westborough2021.md,docling-2.66.0,,published,official
Westborough,2022,regular,yes,LEO,https://www.town.westborough.ma.us/DocumentCenter/View/508/2022-Annual-Town-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westborough2022_d0.pdf,manual_sources,manual,,95,Westborough2022_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Westborough2022.md,pypdf,,published,official
Westborough,2023,regular,yes,LEO,https://www.town.westborough.ma.us/DocumentCenter/View/503/Annual-Town-Election-Official-Results---March-14-2023-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westborough2023_d0.pdf,manual_sources,manual,,95,Westborough2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Westborough2023.md,pypdf,,published,official
Westborough,2024,regular,yes,LEO,https://www.town.westborough.ma.us/DocumentCenter/View/3079/2024-03-12-TOWN-ELECTION-Results-OFFICIAL?bidId=,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westborough2024_d0.pdf,manual_sources,manual,,95,Westborough2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Westborough2024.md,pypdf,,published,official
Westborough,2025,regular,yes,LEO,https://ma-westborough.civicplus.com/DocumentCenter/View/4943/2025-03-11-TOWN-Election-Results-OFFICIAL,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westborough2025_d0.pdf,manual_sources,manual,,95,Westborough2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Westborough2025.md,pypdf,,published,other
Westborough,2026,regular,yes,cohort-2026,https://ma-westborough.civicplus.com/DocumentCenter/View/6443,,,,,,,no,yes,hosted,,,,published,official
Westfield,2021,regular,yes,LEO,https://www.cityofwestfield.org/DocumentCenter/View/10623/2021-11-02-City-Election-,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westfield2021_d0.pdf,manual_sources,manual,,95,Westfield2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Westfield2021.md,docling-2.66.0,,published,official
Westfield,2022,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,Westfield2022_d0.pdf,,no,no_election,,,,no_election,other
Westfield,2023,regular,yes,LEO,https://www.cityofwestfield.org/DocumentCenter/View/14176/2023117-City-Election-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westfield2023_d0.pdf,manual_sources,manual,,95,Westfield2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Westfield2023.md,pypdf,,published,official
Westfield,2024,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,Westfield2024_d0.pdf,,no,no_election,,,,no_election,other
Westfield,2025,regular,yes,LEO,https://www.cityofwestfield.org/DocumentCenter/View/16939/2025-11-04-City-Election,,manual_city,manual,"manual | CERTIFIED UPGRADE 2026-08-21. Found by the naming series: held unofficial is DocumentCenter id 16936, the official is id 16939. Turnout 5,854 -> 5,881.",100,,no,no,hosted,,pypdf,,published,official
Westfield,2026,regular,no,,,,,,"no_election: even-year row seeded from the 2024 cohort, 2026-08-19",,,,,,,,,no_election,other
Westford,2021,regular,yes,LEO,https://www.westfordma.gov/DocumentCenter/View/10067/May-4-2021-Annual-Town-Election-OFFICIAL-RESULTS,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westford2021_d0.pdf,manual_sources,manual,,95,Westford2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Westford2021.md,pypdf,,published,official
Westford,2022,regular,yes,LEO,https://westfordma.gov/DocumentCenter/View/11191/2022-05-03-Precinct-Totals-Unofficial,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westford2022_d0.pdf,collect-crawl,,auto_resourced,,Westford2022_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Westford,2023,regular,yes,LEO,https://westfordma.gov/DocumentCenter/View/12777/May-2-2023-Annual-Town-Election-OFFICIAL-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westford2023_d0.pdf,manual_sources,manual,,95,Westford2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Westford2023.md,pypdf,,published,official
Westford,2024,regular,yes,LEO,https://westfordma.gov/DocumentCenter/View/14581/May-7-2024-Annual-Town-Election-UNOFFICIAL-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westford2024_d0.pdf,manual_sources,manual,,95,Westford2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Westford2024.md,pypdf,,published,official
Westford,2025,regular,yes,LEO,https://westfordma.gov/DocumentCenter/View/16365/5-6-2025-OFFICIAL-election--results-5-8-2025-1,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westford2025_d0.pdf,manual_sources,manual,,95,Westford2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Westford2025.md,pypdf,,published,official
Westford,2026,regular,yes,custom-search-2026,https://www.westfordma.gov/DocumentCenter/View/18185,,,,,,,no,no,pdf_hosted,,,,published,official
Westhampton,2021,regular,yes,owner-supplied-2026-08-23-small_towns_ingest_3,https://westhamptonma.gov/wp-content/uploads/2021_WesthamptonAnnualTownReport_Full.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westhampton2021_d0.pdf,manual,medium,manual_ingest,60,Westhampton2021_d0.pdf,yes,no,pdf_hosted,,,https://www.westhampton-ma.com/sites/g/files/vyhlif5191/f/uploads/elections_results_march_13_2021.pdf,published,official
Westhampton,2022,regular,yes,LEO,https://www.westhampton-ma.com/sites/g/files/vyhlif5191/f/pages/2008-2016_town_election_results_westhampton.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westhampton2022_d0.pdf,manual,high,head_ocr:wrong_doc,60,Westhampton2022_d0.pdf,yes,yes,pdf_hosted,,,,published,other
Westhampton,2023,regular,yes,LEO,https://westhamptonma.gov/wp-content/uploads/WESTHMAPTON-Version-10-Revised-on-2024-0318.pdf,,manual_sources,manual,NO RESULTS 2026-09-02: the cited annual report covers the election in one narrative sentence and prints no candidate figures.,95,,no,no,discarded_not_results,,,,no_source,official
Westhampton,2024,regular,yes,serpapi,https://westhamptonma.gov/wp-content/uploads/ELECTION-RESULTS-JUNE-2024.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westhampton2024_d0.pdf,manual,,manual_ingest,,Westhampton2024_d0.pdf,yes,no,pdf_hosted,,,https://westhamptonma.gov/wp-content/uploads/WESTHMAPTON-Version-10-Revised-on-2024-0318.pdf https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westhampton2024.pdf,published,official
Westhampton,2025,regular,yes,LEO,https://westhamptonma.gov/wp-content/uploads/2025-0321-WESTHAMPTON-Annual-Town-Report-FINAL.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westhampton2025_d0.pdf,collect-web,low,runner_fetch,70,Westhampton2025_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Westhampton,2026,regular,yes,custom-search-2026,https://westhamptonma.gov/wp-content/uploads/OFFICIAL-ELECTION-RESULTS-Local-June-6-2026-1.pdf,,,,,,,no,no,pdf_hosted,,,,published,official
Westminster,2021,regular,yes,LEO,https://www.westminster-ma.gov/home/files/04-27-2021-annual-town-election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westminster2021_d0.pdf,scraper_sheet9,spraped,,70,Westminster2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Westminster2021.md,docling-2.66.0,,published,official
Westminster,2022,regular,yes,LEO,https://www.westminster-ma.gov/home/files/04-26-2022-official-results-annual-town-election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westminster2022_d0.pdf,scraper_sheet9,spraped,,70,Westminster2022_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Westminster2022.md,docling-2.66.0,,published,official
Westminster,2023,regular,yes,LEO,https://www.westminster-ma.gov/sites/g/files/vyhlif1431/f/uploads/official_results_of_the_04-25-2023_annual_town_election.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westminster2023_d0.pdf,manual_sources,manual,,95,Westminster2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Westminster2023.md,pypdf,,published,official
Westminster,2024,regular,yes,LEO,https://www.westminster-ma.gov/home/files/04-30-2024-annual-town-election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westminster2024_d0.pdf,scraper_sheet9,spraped,auto_resourced,70,Westminster2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Westminster2024.md,docling-2.66.0,,published,official
Westminster,2025,regular,yes,LEO,https://www.westminster-ma.gov/DocumentCenter/View/7328/2025-Annual-Town-Election-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westminster2025_d0.pdf,collect-web,spraped,runner_fetch | CITATION REPAIRED 2026-08-21 (live URL recovered): 200 via curl_cffi chrome; 4pg p1 reads VOTE TAKEN AT THE ANNUAL TOWN ELECTION APRIL 29 2025 with the 164-voter precinct,70,Westminster2025_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Westminster,2026,regular,yes,custom-search-2026,https://www.westminster-ma.gov/DocumentCenter/View/7329/2026-Annual-Town-Election-Results,,,,citation found 2026-08-23 by sha256: bytes identical to the held PDF,,,no,no,pdf_hosted,,,,published,official
Weston,2021,regular,yes,NEWS,https://www.facebook.com/WestonMass/posts/2021-annual-town-election-results-find-the-results-and-vote-tallies-from-the-may/10160915620778098/,,manual,high,"WITHDRAWN by the gate 2026-09-05 and coverage_state corrected 2026-09-10: the cited page is a Facebook post wrapper, not a return. The gate reads data/json and decides what publish/ holds; coverage_state said published while the gate said DROP.",70,,no,no,hosted,,playwright+docling-2.66.0,,published,news
Weston,2022,regular,yes,LEO,https://www.westonma.gov/DocumentCenter/View/33079/May-7-2022-Town-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Weston2022_d0.pdf,collect-crawl,high,auto_resourced,70,Weston2022_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Weston2022.md,pypdf,,published,official
Weston,2023,regular,yes,LEO,https://www.weston.org/DocumentCenter/View/35726/Summary-Vote-PDF?bidId=,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Weston2023_d0.pdf,manual_sources,manual,,95,Weston2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Weston2023.md,docling-2.66.0,,published,other
