town,town_norm,community_type,priority,board,doctype,year,verdict,topic_hits,vote_hits,body_hits,topic_pages,npages,url,kind,err
Franklin,franklin,commuter rail,2,city_council,minutes,2022,FETCH_FAIL,0,0,0,,0,https://www.franklinma.gov/sites/g/files/vyhlif6896/f/minutes/town_council_meeting_minutes_-_jan_19_2022.pdf,file,HTTPError
Franklin,franklin,commuter rail,2,city_council,minutes,2023,FETCH_FAIL,0,0,0,,0,https://www.franklinma.gov/sites/g/files/vyhlif6896/f/uploads/3a._march_15_2023_town_council_minutes_-_draft.pdf,file,HTTPError
Franklin,franklin,commuter rail,2,city_council,minutes,2024,NO,0,1,5,,2,https://www.franklinma.gov/DocumentCenter/View/204,file,
Franklin,franklin,commuter rail,2,city_council,minutes,2024,NO,0,0,1,,15,https://www.franklinma.gov/DocumentCenter/View/205,file,
Franklin,franklin,commuter rail,2,city_council,minutes,2025,NO,0,75,20,,8,https://www.franklinma.gov/DocumentCenter/View/4068/3a-January-8-2025-Town-Council-Meeting-Minutes,file,
Freetown,freetown,MBTA adjacent,5,,,,CONFIRMED,18,1,5,"1,3,4,5",6,https://freetownma.gov/DocumentCenter/View/1452,file,
Freetown,freetown,MBTA adjacent,5,,,,NO,0,2,0,,0,https://freetownma.gov/DocumentCenter/View/6907,file,
Freetown,freetown,MBTA adjacent,5,,,,TOPIC_ONLY,3,0,0,1,1,https://freetownma.gov/DocumentCenter/View/7332/MBTA-Multi-Family-Overlay-District-Map-Proposed,file,
Freetown,freetown,MBTA adjacent,5,,,,TOPIC_ONLY,3,0,0,1,1,https://freetownma.gov/DocumentCenter/View/7332/MBTA-Multi-Family-Overlay-District-Map-Proposed?bidId=,file,
Freetown,freetown,MBTA adjacent,5,,,,NO,0,12,0,,0,https://freetownma.gov/DocumentCenter/View/7333,file,
Freetown,freetown,MBTA adjacent,5,planning_board,,,NO,0,0,0,,1,https://freetownma.gov/ImageRepository/Document?documentID=927,file,
Freetown,freetown,MBTA adjacent,5,zoning,bylaw,,PROBABLE,16,0,8,"1,2,6",7,https://freetownma.gov/DocumentCenter/View/7644,file,
Freetown,freetown,MBTA adjacent,1,town_meeting,minutes,,FETCH_FAIL,0,0,0,,0,https://www.freetownma.gov/sites/g/files/vyhlif4441/f/minutes/town_meeting_study_comm_min_0113.pdf,file,HTTPError
Freetown,freetown,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://freetownma.gov/download/FY06Warrant.pdf,file,HTTPError
Freetown,freetown,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.freetownma.gov/sites/freetownma/files/u61/atm_warrant_for_posting_on_website.pdf,file,HTTPError
Georgetown,georgetown,MBTA adjacent,5,,,,FETCH_FAIL,0,0,0,,0,https://www.georgetownma.gov/sites/g/files/vyhlif616/f/news/mbtacommunitiesgeorgetown_26x36.pdf,file,HTTPError
Georgetown,georgetown,MBTA adjacent,5,,,,FETCH_FAIL,0,0,0,,0,https://www.georgetownma.gov/sites/g/files/vyhlif616/f/news/mbtacommunitiesgeorgetown_26x36_0.pdf,file,HTTPError
Georgetown,georgetown,MBTA adjacent,5,planning_board,,2025,FETCH_FAIL,0,0,0,,0,https://georgetownma.gov/government/boards___commissions/planning_board/MBTA 3A districts MAY 2025.pptx,file,HTTPError
Georgetown,georgetown,MBTA adjacent,6,planning_board,decision,2025,FETCH_FAIL,0,0,0,,0,https://georgetownma.gov/government/boards___commissions/planning_board/e-Update_MBTA_Communities_Act_Milton_Decision JAN2025.pdf,file,HTTPError
Georgetown,georgetown,MBTA adjacent,1,town_meeting,minutes,,FETCH_FAIL,0,0,0,,0,http://georgetownma.gov/Public_Documents/Georgetownma_Clerk/tmminutes/ATM%205_2_11%20final%20Minutes.pdf,file,HTTPError
Georgetown,georgetown,MBTA adjacent,1,town_meeting,minutes,,FETCH_FAIL,0,0,0,,0,"http://georgetownma.gov/Public_Documents/Georgetownma_Clerk/tmminutes/ATM%20May%205,%202014%20Minutes.pdf/",file,HTTPError
Georgetown,georgetown,MBTA adjacent,1,town_meeting,minutes,,FETCH_FAIL,0,0,0,,0,http://georgetownma.gov/Public_Documents/Georgetownma_Clerk/tmminutes/ATM%20Minutes%205-5-08.pdf,file,HTTPError
Georgetown,georgetown,MBTA adjacent,1,town_meeting,minutes,,FETCH_FAIL,0,0,0,,0,http://georgetownma.gov/Public_Documents/Georgetownma_Clerk/tmminutes/ATM%20Minutes%20final%205-7-12.pdf,file,HTTPError
Georgetown,georgetown,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://georgetownma.gov/public_documents/GeorgetownMA_Admin/ATM%20and%20STM%20Warrants/Final%20ATM%20Warrant%20for%20dist%204_23_12.pdf,file,HTTPError
Georgetown,georgetown,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.georgetownma.gov/Public_Documents/GeorgetownMA_Admin/ATM%20and%20STM%20Warrants/ATM%20Final%20Warrant%205_5_08.pdf,file,HTTPError
Gloucester,gloucester,commuter rail,5,,,,NO,0,0,0,,0,https://gloucester-ma.gov/ImageRepository/Document?documentID=689,file,
Gloucester,gloucester,commuter rail,5,,,,TOPIC_ONLY,30,0,0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",21,https://www.gloucester-ma.gov/DocumentCenter/View/10319/MBTA-Communities-QA-Session-Presentation-5222024,file,
Gloucester,gloucester,commuter rail,5,,,,PROBABLE,7,4,0,1,0,https://3Azoning.gloucester-ma.gov,page,
Gloucester,gloucester,commuter rail,5,,,,CONFIRMED,24,3,36,1,0,https://gloucester-ma.gov/1250/Past-MBTA-Communities-Meetings-Presentat,page,
Gloucester,gloucester,commuter rail,5,,,,CONFIRMED,24,3,36,1,0,https://www.gloucester-ma.gov/1250/State-40A-3A-MBTA-Communities-Informatio,page,
Gloucester,gloucester,commuter rail,5,,,2024,CONFIRMED,75,2,1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",40,https://www.gloucester-ma.gov/DocumentCenter/View/10097/2024-02-20_Gloucester-MBTA-Communities-Presentation,file,
Gloucester,gloucester,commuter rail,5,planning_board,,,PROBABLE,1,0,1,4,14,https://www.gloucester-ma.gov/DocumentCenter/View/10351/Joint-Planning-Board-P-and-D-Meeting---June-6th----MBTA-Communities-Scenario-Development,file,
Gloucester,gloucester,commuter rail,5,planning_board,,2024,PROBABLE,19,0,1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",17,https://www.gloucester-ma.gov/DocumentCenter/View/10443/MBTA-Communities-Presentaiton-at-PB-Meeting-July-18-2024,file,
Gloucester,gloucester,commuter rail,5,planning_board,,2024,CONFIRMED,22,2,13,"1,2,3,4,5,6,7,8",9,https://www.gloucester-ma.gov/DocumentCenter/View/10499/PB-Initiation-of-40A-3A-MBTA-Communities-Compliant-Zoning-8-9-2024,file,
Gloucester,gloucester,commuter rail,5,zoning,,,FETCH_FAIL,0,0,0,,0,https://gloucester-ma.gov/DocumentCenter/View/8140/MBTA-Community-Zoning-Fact-Sheet?bidId=,file,HTTPError
Grafton,grafton,commuter rail,1,town_meeting,warrant,2023,PROBABLE,18,0,2,"1,2",4,http://www.grafton-ma.gov/DocumentCenter/View/10386/MBTA-Communities-Section-14---2023-ATM-Article---Warrant-Submission---August-2023,file,
Grafton,grafton,commuter rail,1,town_meeting,warrant,2023,PROBABLE,18,0,2,"1,2",4,http://www.grafton-ma.gov/DocumentCenter/View/10386/MBTA-Communities-Section-14---2023-ATM-Article---Warrant-Submission---August-2023?bidId=,file,
Grafton,grafton,commuter rail,1,town_meeting,warrant,2023,PROBABLE,18,0,2,"1,2",4,https://www.grafton-ma.gov/DocumentCenter/View/10231/MBTA-Communities-Section-14---2023-ATM-Article---Warrant-Submission---August-2023,file,
Grafton,grafton,commuter rail,5,,,,TOPIC_ONLY,1,0,0,1,14,http://www.grafton-ma.gov/DocumentCenter/View/8239/MBTA-Communities-Update,file,
Grafton,grafton,commuter rail,5,,,,CONFIRMED,11,3,3,"1,2,3,4,5",7,https://grafton-ma.gov/DocumentCenter/View/9297/Grafton-Action-Plan-for-MBTA-Communities-Submission,file,
Grafton,grafton,commuter rail,5,,,,TOPIC_ONLY,1,0,0,1,14,https://www.grafton-ma.gov/DocumentCenter/View/8239/MBTA-Communities-Update?bidId=,file,
Grafton,grafton,commuter rail,5,,,,NO,0,1,0,,0,https://www.grafton-ma.gov/DocumentCenter/View/9291,file,
Grafton,grafton,commuter rail,5,,,,PROBABLE,4,1,0,1,1,https://www.grafton-ma.gov/DocumentCenter/View/9296/Update-to-the-MBTA-Communities-Guidelines-on-Affordability-102122,file,
Grafton,grafton,commuter rail,5,,,,NO,0,151,0,,0,https://www.grafton-ma.gov/DocumentCenter/View/9309,file,
Grafton,grafton,commuter rail,5,,,2022,PROBABLE,4,1,0,1,1,https://grafton-ma.gov/DocumentCenter/View/16719/UPDATE---MBTA-COMMUNITIES-AFFORDABILITY-GUIDELINES-10-21-22,file,
Groton,groton,MBTA adjacent,5,planning_board,,2025,FETCH_FAIL,0,0,0,,0,https://portal.grotonma.gov/storage/Planning_Board/MBTA%20Communities%20Multi-Family%20Zoning/MBTA_Communities_Multi-Family_Overlay_District_DRAFT-CLEAN-1-10-2025.pdf,file,HTTPError
Groton,groton,MBTA adjacent,5,planning_board,,2025,FETCH_FAIL,0,0,0,,0,https://portal.grotonma.gov/storage/Planning_Board/MBTA%20Communities%20Multi-Family%20Zoning/MBTA_Communities_Multi-Family_Overlay_District_DRAFT_3-31-2025.pdf,file,HTTPError
Groton,groton,MBTA adjacent,5,planning_board,,2025,FETCH_FAIL,0,0,0,,0,https://portal.grotonma.gov/storage/Planning_Board/MBTA%20Communities%20Multi-Family%20Zoning/MBTA_Communities_Multi-Family_Overlay_District_DRAFT_with_Summary_2-18-2025.pdf,file,HTTPError
Groton,groton,MBTA adjacent,5,planning_board,,2025,FETCH_FAIL,0,0,0,,0,https://portal.grotonma.gov/storage/Planning_Board/MBTA%20Communities%20Multi-Family%20Zoning/MBTA_Communities_Multi-Family_Overlay_District_Map_3-12-2025.pdf,file,HTTPError
Groton,groton,MBTA adjacent,5,planning_board,bylaw,2025,FETCH_FAIL,0,0,0,,0,https://portal.grotonma.gov/storage/Planning_Board/MBTA%20Communities%20Multi-Family%20Zoning/MBTA_Communities_Emergency_Regulations_1-14-25.pdf,file,HTTPError
Groton,groton,MBTA adjacent,1,town_meeting,minutes,,FETCH_FAIL,0,0,0,,0,https://portal.grotonma.gov/storage/Town_Meeting/All%20Documents%20Before%202014/1997_Fall_Town_Meeting_Minutes.pdf,file,HTTPError
Groton,groton,MBTA adjacent,1,town_meeting,minutes,,FETCH_FAIL,0,0,0,,0,https://portal.grotonma.gov/storage/Town_Meeting/All%20Documents%20Before%202014/1997_March_Special_Town_Meeting_Minutes.pdf,file,HTTPError
Groton,groton,MBTA adjacent,1,town_meeting,minutes,,FETCH_FAIL,0,0,0,,0,https://portal.grotonma.gov/storage/Town_Meeting/All%20Documents%20Before%202014/1997_May_Special_Town_Meeting_Minutes.pdf,file,HTTPError
Groton,groton,MBTA adjacent,1,town_meeting,minutes,,FETCH_FAIL,0,0,0,,0,https://portal.grotonma.gov/storage/Town_Meeting/All%20Documents%20Before%202014/1997_Spring_Town_Meeting_Minutes.pdf,file,HTTPError
Groton,groton,MBTA adjacent,1,town_meeting,minutes,,FETCH_FAIL,0,0,0,,0,https://portal.grotonma.gov/storage/Town_Meeting/All%20Documents%20Before%202014/1998_April_Special_Town_Meeting_Minutes.pdf,file,HTTPError
Groveland,groveland,MBTA adjacent,1,town_meeting,minutes,,NO,0,1,0,,1,"https://grovelandtownma.documents-on-demand.com/document/22271c87-ba68-f011-a45f-000c29a59557/1997%20STM%20Minutes%20October%209,%201997.PDF",file,
Groveland,groveland,MBTA adjacent,1,town_meeting,minutes,,NO,0,1,0,,1,"https://grovelandtownma.documents-on-demand.com/document/47f73f39-ba68-f011-a45f-000c29a59557/1998%20STM%20Minutes%20November%2030,%201998.PDF",file,
Groveland,groveland,MBTA adjacent,1,town_meeting,minutes,,NO,0,1,0,,1,"https://grovelandtownma.documents-on-demand.com/document/78f33e7c-ba68-f011-a45f-000c29a59557/1997%20STM%20Minutes%20June%2030,%201997.PDF",file,
Groveland,groveland,MBTA adjacent,1,town_meeting,minutes,,NO,0,1,0,,1,"https://grovelandtownma.documents-on-demand.com/document/96161b71-ba68-f011-a45f-000c29a59557/1997%20STM%20Minutes%20February%203,%201997.PDF",file,
Groveland,groveland,MBTA adjacent,1,town_meeting,minutes,,NO,0,1,0,,1,"https://grovelandtownma.documents-on-demand.com/document/b68eee52-ba68-f011-a45f-000c29a59557/1997%20ATM%20Minutes%20June%209,%201997.PDF",file,
Groveland,groveland,MBTA adjacent,1,town_meeting,minutes,2022,FETCH_FAIL,0,0,0,,0,https://grovelandma.com/wp-content/uploads/2022/04/2020_annual_town_meeting_minutes.pdf,file,HTTPError
Groveland,groveland,MBTA adjacent,1,town_meeting,minutes,2022,FETCH_FAIL,0,0,0,,0,https://grovelandma.com/wp-content/uploads/2022/04/special_and_annual_town_meeting_minutes_may_24_2021.pdf,file,HTTPError
Groveland,groveland,MBTA adjacent,1,town_meeting,minutes,2022,FETCH_FAIL,0,0,0,,0,https://grovelandma.com/wp-content/uploads/2022/05/2022_annual_town_meeting_warrant-_voted_minutes.pdf,file,HTTPError
Groveland,groveland,MBTA adjacent,1,town_meeting,minutes,2022,FETCH_FAIL,0,0,0,,0,https://grovelandma.com/wp-content/uploads/2022/05/2023-Annual-Town-Meeting-Minutes.pdf,file,HTTPError
Groveland,groveland,MBTA adjacent,1,town_meeting,minutes,2022,FETCH_FAIL,0,0,0,,0,https://grovelandma.com/wp-content/uploads/2022/06/2021_fall_special_town_meeting_minutes.pdf,file,HTTPError
Halifax,halifax,commuter rail,5,zoning,,,CONFIRMED,9,4,5,"1,2",2,https://www.halifax-ma.org/DocumentCenter/View/1630/Frequently-Asked-Questions-FAQs-MBTA-Communities-Zoning-Requirement-PDF,file,
Halifax,halifax,commuter rail,5,zoning,,,TOPIC_ONLY,24,0,0,"1,2",2,https://www.halifax-ma.org/DocumentCenter/View/1718/Massachusetts-Attorney-General-Advisory-Concerning-Enforcement-of-MBTA-Communities-Zoning-Act-PDF,file,
Halifax,halifax,commuter rail,5,zoning,,,NO,0,0,0,,1,https://www.halifax-ma.org/DocumentCenter/View/1758/Proposed-Zoning-Map-with-MBTA-Communities-Multi-Family-Overlay-District-PDF,file,
Halifax,halifax,commuter rail,5,zoning,,,CONFIRMED,9,4,5,"1,2",2,https://www.halifaxma.gov/DocumentCenter/View/1630/Frequently-Asked-Questions-FAQs-MBTA-Communities-Zoning-Requirement-PDF,file,
Halifax,halifax,commuter rail,5,zoning,,,TOPIC_ONLY,24,0,0,"1,2",2,https://www.halifaxma.gov/DocumentCenter/View/1718/Massachusetts-Attorney-General-Advisory-Concerning-Enforcement-of-MBTA-Communities-Zoning-Act-PDF,file,
Halifax,halifax,commuter rail,5,zoning,,,NO,0,0,0,,1,https://www.halifaxma.gov/DocumentCenter/View/1758/Proposed-Zoning-Map-with-MBTA-Communities-Multi-Family-Overlay-District-PDF,file,
Halifax,halifax,commuter rail,5,zoning,,,PROBABLE,9,0,2,1,0,https://www.halifaxma.gov/2057/MBTA-Communities-Act-Zoning-Requirements,page,
Halifax,halifax,commuter rail,1,town_meeting,minutes,,NO,0,170,56,,33,https://www.halifax-ma.org/DocumentCenter/View/1200/20110509---Annual-Town-Meeting---Minutes-PDF,file,
Halifax,halifax,commuter rail,1,town_meeting,minutes,,NO,0,48,17,,6,https://www.halifax-ma.org/DocumentCenter/View/1207/20170307---Special-Town-Meeting---Minutes-PDF,file,
Halifax,halifax,commuter rail,1,town_meeting,minutes,,NO,0,182,59,,39,https://www.halifax-ma.org/DocumentCenter/View/1209/20170508---Annual-Town-Meeting---Minutes-PDF,file,
Hamilton,hamilton,commuter rail,5,,,2025,NO,0,0,0,,3,https://hamiltonma.gov/wp-content/uploads/2025/02/KP-964460-v1-Methuen_MBTA_Communities_Act_Mandate_Determination.pdf,file,
Hamilton,hamilton,commuter rail,5,,,2025,NO,0,0,0,,3,https://hamiltonma.gov/wp-content/uploads/2025/05/2025-05-28-Hamilton-3A-Multi-Family-Overlay-District-DRAFT-4b-CLEAN.pdf,file,
Hamilton,hamilton,commuter rail,5,,,2025,NO,0,0,0,,3,https://hamiltonma.gov/wp-content/uploads/2025/05/KP-977783-v1-HAML_Proposed_Revisions_to_Zoning_Code_Hamilton_Town_Center_MBTA_Communities-002.DOCX.pdf,file,
Hamilton,hamilton,commuter rail,5,,packet,2025,NO,0,0,0,,3,https://hamiltonma.gov/wp-content/uploads/2025/05/2025_05_19-SB-Packet_Kassner-Memo-for-Hamilton-MGL-40A-Section-3A_May-2025.pdf,file,
Hamilton,hamilton,commuter rail,5,planning_board,,2024,NO,0,0,0,,3,https://hamiltonma.gov/wp-content/uploads/2024/04/MBTA-Communities-Law-Information-written-by-Planning-Board-Chair-Marnie-Crouch-04-09-2024.pdf,file,
Hamilton,hamilton,commuter rail,5,planning_board,,2025,NO,0,0,0,,3,https://hamiltonma.gov/wp-content/uploads/2025/03/2025-04-01-Hamilton-Town-Center-Section-3A-Zoning-Planning-Board-Meeting.pdf,file,
Hamilton,hamilton,commuter rail,5,planning_board,,2025,NO,0,0,0,,3,https://hamiltonma.gov/wp-content/uploads/2025/04/2025-04-08-Hamilton-Town-Center-Section-3A-Zoning-Planning-Board-Meeting.pdf,file,
Hamilton,hamilton,commuter rail,5,planning_board,,2025,NO,0,0,0,,3,https://hamiltonma.gov/wp-content/uploads/2025/05/2025-04-29-Hamilton-Town-Center-Section-3A-Zoning-Planning-Board-Meeting.pdf,file,
Hamilton,hamilton,commuter rail,5,zoning,,2024,NO,0,0,0,,3,https://hamiltonma.gov/wp-content/uploads/2024/04/Compliance-Guidelines-for-Multi-family-Zoning-Districts-Under-Section-3A-of-the-Zoning-Act-from-Commonwealth-of-Massachusetts-Executive-Office-of-Housing-Livable-Communities.pdf,file,
Hamilton,hamilton,commuter rail,5,zoning,,2025,NO,0,0,0,,3,https://hamiltonma.gov/wp-content/uploads/2025/04/2025-04-03-Hamilton-Town-Center-3A-Zoning-Combined-DRAFT-1.pdf,file,
Hanover,hanover,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.hanover-ma.gov/pdf/forms/moderator/Warrant-Article-Petition.pdf,file,HTTPError
Hanover,hanover,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.hanover-ma.gov/sites/hanoverma/files/file/file/warrant-article-petition.pdf,file,HTTPError
Hanover,hanover,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,http://www.hanover-ma.gov:80/sites/hanoverma/files/file/file/memo_regarding_annual_special_town_meeting_warrant.pdf,file,HTTPError
Hanover,hanover,MBTA adjacent,1,town_meeting,warrant,,NO,0,86,27,,17,https://www.hanover-ma.gov/sites/g/files/vyhlif12081/f/uploads/02062019_-_atm_warrant.pdf,file,
Hanover,hanover,MBTA adjacent,1,town_meeting,warrant,,NO,0,86,28,,18,https://www.hanover-ma.gov/sites/g/files/vyhlif12081/f/uploads/03042019_-_atm_warrant.pdf,file,
Hanover,hanover,MBTA adjacent,1,town_meeting,warrant,,NO,0,89,31,,23,https://www.hanover-ma.gov/sites/g/files/vyhlif12081/f/uploads/04012019_-_atm_warrant_-_final.pdf,file,
Hanover,hanover,MBTA adjacent,1,town_meeting,warrant,,NO,0,22,9,,5,https://www.hanover-ma.gov/sites/g/files/vyhlif12081/f/uploads/050420_approved_special_town_meeting_warrant_0.pdf,file,
Hanover,hanover,MBTA adjacent,1,town_meeting,warrant,,NO,0,172,94,,51,https://www.hanover-ma.gov/sites/g/files/vyhlif12081/f/uploads/3-7_-23_-_updated_draft_atm_warrant.pdf,file,
Hanover,hanover,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,https://www.hanover-ma.gov/sites/g/files/vyhlif666/f/uploads/01252021_atm_draft_warrant.pdf,file,HTTPError
Hanover,hanover,MBTA adjacent,1,town_meeting,warrant,,FETCH_FAIL,0,0,0,,0,https://www.hanover-ma.gov/sites/g/files/vyhlif666/f/uploads/02032021_atm_warrant_draft.pdf,file,HTTPError
Hanson,hanson,commuter rail,5,,,,TOPIC_ONLY,23,0,0,"1,2",2,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/pages/article_17_mbta_communities_advisory.pdf,file,
Hanson,hanson,commuter rail,5,,,,CONFIRMED,146,1,1,"1,2,3,4,5,6,7,8,9,10,11",11,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/uploads/draft_guidelines_for_mbta_communities.pdf,file,
Hanson,hanson,commuter rail,1,town_meeting,warrant,,NO,0,0,0,,17,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/news/october_special_town_meeting_posted_warrant_-_executed.pdf,file,
Hanson,hanson,commuter rail,1,town_meeting,warrant,2022,NO,0,0,0,,25,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/news/10.03.22_special_town_meeting_-_informational_warrant_-final.pdf,file,
Hanson,hanson,commuter rail,1,town_meeting,warrant,2022,NO,0,0,0,,25,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/news/10.03.22_special_town_meeting_-_informational_warrant_-final_0.pdf,file,
Hanson,hanson,commuter rail,1,town_meeting,warrant,2022,NO,0,66,43,,8,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/pages/10-3-2022_posted_warrant.pdf,file,
Hanson,hanson,commuter rail,1,town_meeting,warrant,2022,NO,0,117,99,,16,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/pages/10-3-22-_stm_informational_warrant.pdf,file,
Hanson,hanson,commuter rail,1,town_meeting,warrant,2022,NO,0,0,0,,16,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/pages/annual_town_meeting_warrant_may_2.2022.pdf,file,
Hanson,hanson,commuter rail,1,town_meeting,warrant,2022,NO,0,0,0,,7,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/pages/special_town_meeting_warrant_may_2.2022.pdf,file,
Hanson,hanson,commuter rail,1,town_meeting,warrant,2023,NO,0,171,201,,77,https://www.hanson-ma.gov/sites/g/files/vyhlif3231/f/pages/05.01.2023_annual_town_meeting_informational_warrant.pdf,file,
Harvard,harvard,MBTA adjacent,5,,,,FETCH_FAIL,0,0,0,,0,https://www.harvard-ma.gov/sites/g/files/vyhlif676/f/uploads/mbta_community_multi-family_zoning_final.pdf,file,HTTPError
Harvard,harvard,MBTA adjacent,1,town_meeting,minutes,,CONFIRMED,1,124,95,19,26,https://www.harvard-ma.gov/DocumentCenter/View/1163,file,
Harvard,harvard,MBTA adjacent,1,town_meeting,minutes,,NO,0,0,5,,0,https://www.harvard-ma.gov/368/Town-Meeting-Warrants-Minutes,page,
Harvard,harvard,MBTA adjacent,1,town_meeting,minutes,2022,NO,0,559,113,,27,https://www.harvard-ma.gov/DocumentCenter/View/1559/ATM-Minutes---May-14-2022-PDF,file,
Harvard,harvard,MBTA adjacent,1,town_meeting,minutes,2022,NO,0,124,26,,23,https://www.harvard-ma.gov/DocumentCenter/View/1560/ATM-Minutes---October-1-2022-PDF,file,
Harvard,harvard,MBTA adjacent,1,town_meeting,minutes,2023,NO,0,362,59,,30,https://www.harvard-ma.gov/DocumentCenter/View/1558/ATM-Minutes---April-29-2023-PDF,file,
Harvard,harvard,MBTA adjacent,1,town_meeting,minutes,2023,NO,0,61,15,,8,https://www.harvard-ma.gov/DocumentCenter/View/1561/STM-Minutes---February-13-2023-PDF,file,
Harvard,harvard,MBTA adjacent,1,town_meeting,minutes,2023,CONFIRMED,1,124,95,19,26,https://www.harvard-ma.gov/DocumentCenter/View/1562/ATM-Minutes---October-21-2023-PDF,file,
Harvard,harvard,MBTA adjacent,1,town_meeting,minutes,2024,CONFIRMED,18,433,63,"19,20,21,28",30,https://www.harvard-ma.gov/DocumentCenter/View/1563/ATM-Minutes---April-6-2024-PDF,file,
Harvard,harvard,MBTA adjacent,1,town_meeting,minutes,2024,NO,0,155,32,,10,https://www.harvard-ma.gov/DocumentCenter/View/1565/ATM-Minutes---September-28-2024-PDF,file,
Haverhill,haverhill,commuter rail,1,town_meeting,warrant,,NO,0,3,0,,0,https://www.haverhillma.gov/media/jcmnaff0/page-1-of-warrant.jpg,page,
Haverhill,haverhill,commuter rail,1,town_meeting,warrant,,NO,0,6,0,,0,https://www.haverhillma.gov/media/tpvmwjaz/page-2-of-warrant.jpg,page,
Haverhill,haverhill,commuter rail,2,city_council,minutes,,FETCH_FAIL,0,0,0,,0,http://www.haverhillma.gov/government/city_council/docs/A&F%20minutes%201.29.15.pdf,file,HTTPError
Haverhill,haverhill,commuter rail,2,city_council,minutes,,FETCH_FAIL,0,0,0,,0,http://www.haverhillma.gov/government/city_council/docs/A&F%20minutes%203.5.15.pdf,file,HTTPError
Haverhill,haverhill,commuter rail,2,city_council,minutes,,FETCH_FAIL,0,0,0,,0,http://www.haverhillma.gov/government/city_council/docs/A&F%20minutes%204.22.15.pdf,file,HTTPError
Haverhill,haverhill,commuter rail,2,city_council,minutes,,FETCH_FAIL,0,0,0,,0,http://www.haverhillma.gov/government/city_council/docs/A&F%20minutes%208.26.15.pdf,file,HTTPError
Haverhill,haverhill,commuter rail,2,city_council,minutes,,FETCH_FAIL,0,0,0,,0,http://www.haverhillma.gov/government/city_council/docs/Citizen%20Outreach%20meeting%20minutes%204.28.16.pdf,file,HTTPError
Haverhill,haverhill,commuter rail,2,city_council,minutes,,FETCH_FAIL,0,0,0,,0,http://www.haverhillma.gov/government/city_council/docs/NRPP%20minutes%204.14.16.pdf,file,HTTPError
Haverhill,haverhill,commuter rail,2,city_council,minutes,,FETCH_FAIL,0,0,0,,0,http://www.haverhillma.gov/government/city_council/docs/NRPP%20minutes%205.13.15.pdf,file,HTTPError
Haverhill,haverhill,commuter rail,2,city_council,minutes,,FETCH_FAIL,0,0,0,,0,http://www.haverhillma.gov/government/city_council/docs/NRPP%20minutes%208.12.15.pdf,file,HTTPError
Hingham,hingham,bus,5,,,,NO,0,0,0,,4,https://hingham-ma.gov/DocumentCenter/View/16748/MBTA-Communites-Public-Comment-Letter-033122?bidId=,file,
Hingham,hingham,bus,5,,,,NO,0,21,0,,0,https://www.hingham-ma.gov/DocumentCenter/View/17352,file,
Hingham,hingham,bus,5,,,,PROBABLE,22,0,4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",17,https://www.hingham-ma.gov/DocumentCenter/View/18727,file,
Hingham,hingham,bus,5,,,,PROBABLE,1,0,1,1,1,https://www.hingham-ma.gov/DocumentCenter/View/19684/MBTA-Communities-Alternative-Locations,file,
Hingham,hingham,bus,5,,,,CONFIRMED,8,1,4,"1,2,10,11,13",13,https://www.hingham-ma.gov/DocumentCenter/View/19965,file,
Hingham,hingham,bus,5,,,,NO,0,190,0,,0,https://www.hingham-ma.gov/DocumentCenter/View/20145,file,
Hingham,hingham,bus,5,,,,CONFIRMED,12,4,13,1,0,https://hingham-ma.gov/1013/MBTA-Communities,page,
Hingham,hingham,bus,5,,,2022,CONFIRMED,20,1,5,"1,2,3,4,5,6,7,8,9,10,11,12",12,https://hingham-ma.gov/DocumentCenter/View/16747/SB-MBTA-Communities-Briefing-4-26-22?bidId=,file,
Hingham,hingham,bus,5,,,2023,PROBABLE,10,0,3,"1,2,3,4,5,6,7",7,https://hingham-ma.gov/DocumentCenter/View/17361/SB-MBTA-Communities-Action-Plan-1-24-23?bidId=,file,
