municipality,year,provenance,capture_status,host,native_url,hosted_url
Williamsburg,2025,LEO,MISS_host_crawled,burgy.org,https://www.burgy.org/sites/g/files/vyhlif1451/f/minutes/ate_min.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Williamsburg2025.pdf
Truro,2021,LEO,captured_exact,truro-ma.gov,https://truro-ma.gov/sitemap,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Truro2021.pdf
Truro,2022,LEO,captured_exact,truro-ma.gov,https://www.truro-ma.gov/DocumentCenter/View/876/2022-Annual-Town-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Truro2022.pdf
Truro,2023,LEO,captured_exact,truro-ma.gov,https://www.truro-ma.gov/sites/g/files/vyhlif9766/f/news/official_ate_2023_results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Truro2023.pdf
Truro,2024,LEO,MISS_host_crawled,truro-ma.gov,https://www.truro-ma.gov/DocumentCenter/View/874/2024-Official-Annual-Town-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Truro2024.pdf
Truro,2025,LEO,MISS_host_crawled,truro-ma.gov,https://www.truro-ma.gov/DocumentCenter/View/2065/2025-Annual-Town-Election-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Truro2025.pdf
East Brookfield,2022,LEO,MISS_host_crawled,eastbrookfieldma.us,https://www.eastbrookfieldma.us/node/2027/news,
East Brookfield,2023,LEO,MISS_host_crawled,eastbrookfieldma.us,https://www.eastbrookfieldma.us/town-clerk/news/annual-election-results,
East Brookfield,2024,LEO,MISS_host_crawled,eastbrookfieldma.us,https://www.eastbrookfieldma.us/town-clerk/news/official-results-annual-town-election-2024,
East Brookfield,2025,LEO,MISS_host_crawled,eastbrookfieldma.us,https://www.eastbrookfieldma.us/sites/g/files/vyhlif541/f/news/2025_ate_official_results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/EastBrookfield2025.pdf
Bernardston,2021,ATR,captured_exact,townofbernardston.org,https://www.townofbernardston.org/sites/g/files/vyhlif12736/files/media/selectboard/file/4966/Bernardston_Annual%20Report_2024.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Bernardston2021.pdf
Bernardston,2022,ATR,captured_exact,townofbernardston.org,https://www.townofbernardston.org/sites/g/files/vyhlif12736/files/media/selectboard/file/4966/Bernardston_Annual%20Report_2024.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Bernardston2022.pdf
Bernardston,2024,LEO,MISS_host_crawled,townofbernardston.org,https://www.townofbernardston.org/town-clerk/page/2024-election-information,
Bernardston,2025,LEO,MISS_host_crawled,townofbernardston.org,https://www.townofbernardston.org/media/5021,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Bernardston2025.pdf
Huntington,2022,LEO,captured_exact,huntingtonma.us,http://huntingtonma.us/media/461,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Huntington2022.pdf
Huntington,2023,LEO,captured_exact,huntingtonma.us,https://www.huntingtonma.us/media/581,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Huntington2023.pdf
Huntington,2024,LEO,MISS_host_crawled,huntingtonma.us,https://www.huntingtonma.us/media/4136,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Huntington2024.pdf
Huntington,2025,LEO,MISS_host_crawled,huntingtonma.us,https://www.huntingtonma.us/town-clerk/page/elections,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Huntington2025.pdf
Stockbridge,2021,LEO,captured_exact,stockbridge-ma.gov,https://www.stockbridge-ma.gov/media/9956,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Stockbridge2021.pdf
Stockbridge,2022,LEO,captured_exact,stockbridge-ma.gov,https://www.stockbridge-ma.gov/media/9956,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Stockbridge2022.pdf
Stockbridge,2024,LEO,MISS_host_crawled,stockbridge-ma.gov,https://www.stockbridge-ma.gov/home/news/town-election-results,
Stockbridge,2025,LEO,MISS_host_crawled,stockbridge-ma.gov,https://www.stockbridge-ma.gov/town-clerk/pages/election-results,
Becket,2021,ATR,MISS_host_crawled,townofbecket.org,https://www.townofbecket.org/administration/pages/annual-town-reports,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Becket2021.pdf
Becket,2022,LEO,MISS_host_crawled,townofbecket.org,https://www.townofbecket.org/town-clerk/files/annual-town-election-results-may-21-2022,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Becket2022.pdf
Becket,2023,LEO,MISS_host_crawled,townofbecket.org,https://www.townofbecket.org/sites/g/files/vyhlif4146/f/uploads/2023_atm_election_minutes.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Becket2023.pdf
Becket,2024,LEO,MISS_host_crawled,townofbecket.org,https://www.townofbecket.org/town-clerk/files/2024-annual-town-election-official-ballot,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Becket2024.pdf
Becket,2025,LEO,MISS_host_crawled,townofbecket.org,https://www.townofbecket.org/board-health,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Becket2025.pdf
Hinsdale,2021,LEO,MISS_host_crawled,hinsdalemass.com,https://www.hinsdalemass.com/where,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Hinsdale2021.pdf
Hinsdale,2022,LEO,MISS_host_crawled,hinsdalemass.com,https://www.hinsdalemass.com/home/files/2022-annual-election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Hinsdale2022.pdf
Hinsdale,2023,LEO,MISS_host_crawled,hinsdalemass.com,https://www.hinsdalemass.com/sites/g/files/vyhlif7501/f/news/2023_05_15_13_16_20_0.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Hinsdale2023.pdf
Hinsdale,2024,LEO,MISS_host_crawled,hinsdalemass.com,https://www.hinsdalemass.com/sites/g/files/vyhlif7501/f/news/2024preselect.results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Hinsdale2024.pdf
Hinsdale,2025,LEO,MISS_host_crawled,hinsdalemass.com,https://www.hinsdalemass.com/sites/g/files/vyhlif7501/f/news/annual_town_election_official2025_0.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Hinsdale2025.pdf
Shelburne,2021,LEO,MISS_host_absent,shelburne-ma.gov,https://www.shelburne-ma.gov/town-clerk/files/2021-annual-town-election-official-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Shelburne2021.pdf
Shelburne,2022,LEO,captured_exact,townofshelburne.com,https://townofshelburne.com/files/2022-10_Shelburne_MA_Newsletter.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Shelburne2022.pdf
Shelburne,2023,LEO,captured_exact,townofshelburne.com,https://townofshelburne.com/files/2022-10_Shelburne_MA_Newsletter.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Shelburne2023.pdf
Shelburne,2024,LEO,MISS_host_absent,shelburne-ma.gov,https://www.shelburne-ma.gov/town-clerk/files/2024-annual-town-election-official-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Shelburne2024.pdf
Shelburne,2025,LEO,MISS_host_absent,shelburne-ma.gov,https://www.shelburne-ma.gov/sites/g/files/vyhlif5626/f/uploads/2025_election_results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Shelburne2025.pdf
Leverett,2021,LEO,captured_exact,leverett.ma.us,https://leverett.ma.us/files/Code_of_the_Town_of_Leverett_2025.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Leverett2021.pdf
Leverett,2022,LEO,captured_exact,leverett.ma.us,https://leverett.ma.us/files/The_Code__of_the_Town_of_Leverett.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Leverett2022.pdf
Leverett,2023,LEO,captured_exact,leverett.ma.us,https://leverett.ma.us/files/Code_of_the_Town_of_Leverett_2025.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Leverett2023.pdf
Leverett,2024,LEO,MISS_host_crawled,leverett.ma.us,https://leverett.ma.us/n/12187/Leverett-Election-Results,
Leverett,2025,LEO,MISS_host_crawled,leverett.ma.us,https://leverett.ma.us/n/12187/Leverett-Election-Results,
Oakham,2021,LEO,captured_exact,oakham-ma.gov,https://www.oakham-ma.gov/390/Official-Town-Election-Results,
Oakham,2022,LEO,captured_exact,oakham-ma.gov,https://www.oakham-ma.gov/390/Official-Town-Election-Results,
Oakham,2023,LEO,captured_exact,oakham-ma.gov,https://www.oakham-ma.gov/390/Official-Town-Election-Results,
Oakham,2024,LEO,captured_exact,oakham-ma.gov,https://www.oakham-ma.gov/390/Official-Town-Election-Results,
Oakham,2025,LEO,captured_exact,oakham-ma.gov,https://www.oakham-ma.gov/390/Official-Town-Election-Results,
Wales,2021,LEO,captured_exact,townofwales.net,https://www.townofwales.net/DocumentCenter/View/3536/05-26-2021-Election-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Wales2021.pdf
Wales,2022,LEO,captured_exact,townofwales.net,https://www.townofwales.net/DocumentCenter/View/3535/05-25-2022-Election-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Wales2022.pdf
Wales,2023,LEO,captured_exact,townofwales.net,https://www.townofwales.net/DocumentCenter/View/3540/05-24-2023-Election-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Wales2023.pdf
Wales,2024,LEO,captured_exact,townofwales.net,https://www.townofwales.net/DocumentCenter/View/3543/09-03-2024-Election-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Wales2024.pdf
Wales,2025,LEO,captured_exact,townofwales.net,https://www.townofwales.net/sites/g/files/vyhlif1371/f/uploads/ballots_results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Wales2025.pdf
Buckland,2021,LEO,MISS_host_crawled,town.buckland.ma.us,https://www.town.buckland.ma.us/town-clerk/files/annual-town-election-results-2021,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Buckland2021.pdf
Buckland,2022,LEO,captured_exact,town.buckland.ma.us,https://www.town.buckland.ma.us/sites/g/files/vyhlif356/f/uploads/ate_2022_results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Buckland2022.pdf
Buckland,2023,LEO,captured_exact,town.buckland.ma.us,https://www.town.buckland.ma.us/sites/g/files/vyhlif356/f/uploads/ate_results_2023.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Buckland2023.pdf
Buckland,2024,LEO,MISS_host_crawled,town.buckland.ma.us,https://www.town.buckland.ma.us/town-clerk/files/ate-results-642024,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Buckland2024.pdf
Buckland,2025,LEO,MISS_host_crawled,town.buckland.ma.us,https://www.town.buckland.ma.us/home/files/annual-town-election-results-632025,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Buckland2025.pdf
Conway,2021,ATR,captured_exact,conwayma.gov,https://conwayma.gov/files/FY21_Annual_Report.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Conway2021.pdf
Conway,2022,LEO,MISS_host_crawled,conwayma.gov,https://www.conwayma.gov/d/4774/Post-Election-Tally-Session,
Conway,2023,ATR,captured_exact,conwayma.gov,https://conwayma.gov/files/Annual_Report_Conway_FY23_corrections.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Conway2023.pdf
Conway,2025,LEO,MISS_host_crawled,conwayma.gov,https://conwayma.gov/n/2182/2025-Local-Election-Results,
Phillipston,2021,LEO,MISS_host_crawled,phillipston-ma.gov,https://www.phillipston-ma.gov/town-clerk/news/2021-general-election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Phillipston2021.pdf
Phillipston,2022,LEO,MISS_host_crawled,phillipston-ma.gov,https://www.phillipston-ma.gov/sites/g/files/vyhlif3676/f/news/phillipston_-final_atr_fy2025_budget_document_04-22-2024_1.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Phillipston2022.pdf
Phillipston,2023,LEO,MISS_host_crawled,phillipston-ma.gov,https://www.phillipston-ma.gov/sites/g/files/vyhlif3676/f/news/phillipston_-final_atr_fy2025_budget_document_04-22-2024_1.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Phillipston2023.pdf
Phillipston,2025,LEO,MISS_host_crawled,phillipston-ma.gov,https://www.phillipston-ma.gov/home/news/annual-town-election-reminder,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Phillipston2025.pdf
Shutesbury,2022,LEO,MISS_host_crawled,shutesbury.org,https://shutesbury.org/sites/default/files/FY25%20Annual%20Town%20Report_post.pdf,
Shutesbury,2023,LEO,captured_exact,shutesbury.org,https://shutesbury.org/sites/default/files/2023%20ate%20sample_0.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Shutesbury2023.pdf
Shutesbury,2024,ATR,MISS_host_crawled,shutesbury.org,https://shutesbury.org/sites/default/files/files-and-images/Annual%20Town%20Reports/Annual%20Town%20Report_FY2024.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Shutesbury2024.pdf
Shutesbury,2025,LEO,captured_exact,shutesbury.org,https://shutesbury.org/sites/default/files/250426%20Final%20Election%20Results_0.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Shutesbury2025.pdf
Ashfield,2022,LEO,MISS_host_crawled,ashfield.org,https://ashfield.org/DocumentCenter/View/3860/Annual-Town-Report---2017-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashfield2022.pdf
Ashfield,2023,LEO,MISS_host_crawled,ashfield.org,https://www.ashfield.org/DocumentCenter/View/9161/Local-election-results-20230506,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashfield2023.pdf
Ashfield,2024,LEO,MISS_host_crawled,ashfield.org,https://ashfield.org/DocumentCenter/View/10043/Ashfield-Town-Election-Results---May-4-2024,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashfield2024.pdf
Ashfield,2025,LEO,MISS_host_crawled,ashfield.org,https://ashfield.org/DocumentCenter/View/11014/Ashfield-May-3-2025-Election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ashfield2025.pdf
Erving,2021,ATR,MISS_host_crawled,erving-ma.gov,https://www.erving-ma.gov/sites/g/files/vyhlif4401/f/uploads/2022_annual_town_report-_final.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Erving2021.pdf
Erving,2022,ATR,MISS_host_crawled,erving-ma.gov,https://www.erving-ma.gov/sites/g/files/vyhlif4401/f/uploads/2022_annual_town_report-_final.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Erving2022.pdf
Erving,2024,LEO,MISS_host_crawled,erving-ma.gov,https://www.erving-ma.gov/home/news/2024-annual-town-election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Erving2024.pdf
Erving,2025,LEO,MISS_host_crawled,erving-ma.gov,https://www.erving-ma.gov/home/news/2024-annual-town-election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Erving2025.pdf
Clarksburg,2021,LEO,captured_exact,clarksburgma.gov,https://clarksburgma.gov/news-and-public-notices,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Clarksburg2021.pdf
Clarksburg,2022,LEO,captured_exact,clarksburgma.gov,https://clarksburgma.gov/2022-annual-town-election-results?ref_url_id=14016,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Clarksburg2022.pdf
Clarksburg,2023,LEO,captured_exact,clarksburgma.gov,https://clarksburgma.gov/2023-election-results?ref_url_id=14016,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Clarksburg2023.pdf
Clarksburg,2024,LEO,captured_exact,clarksburgma.gov,https://clarksburgma.gov/2024-town-election-results?ref_url_id=14023,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Clarksburg2024.pdf
Clarksburg,2025,LEO,captured_exact,clarksburgma.gov,https://clarksburgma.gov/2025-town-election-results?ref_url_id=14016,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Clarksburg2025.pdf
Russell,2021,ATR,captured_exact,townofrussell.us,https://www.townofrussell.us/sites/g/files/vyhlif7626/f/news/fy2025_russell_town_report.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Russell2021.pdf
Russell,2022,ATR,captured_exact,townofrussell.us,https://www.townofrussell.us/sites/g/files/vyhlif7626/f/news/fy2025_russell_town_report.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Russell2022.pdf
Russell,2023,LEO,MISS_host_crawled,oxfordma.us,https://oxfordma.us/DocumentCenter/View/1752/May-16-2023---Official-Annual-Town-Election-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Russell2023.pdf
Russell,2024,LEO,MISS_host_absent,russell-ma.gov,https://www.russell-ma.gov/home/news/unofficial-results-annual-town-election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Russell2024.pdf
Russell,2025,LEO,MISS_host_absent,russell-ma.gov,https://www.russell-ma.gov/sites/g/files/vyhlif5871/f/uploads/2025_ate_official_results_final.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Russell2025.pdf
Otis,2021,ATR,captured_exact,townofotisma.com,https://townofotisma.com/Documents/Boards%20Commissions/Select%20Board/Other/Annual-Report-2022-Final.pdf?t=202509251301510,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Otis2021.pdf
Otis,2022,ATR,captured_exact,townofotisma.com,https://townofotisma.com/Documents/Boards%20Commissions/Select%20Board/Other/Annual-Report-2022-Final.pdf?t=202509251301510,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Otis2022.pdf
Otis,2024,LEO,captured_exact,townofotisma.com,https://townofotisma.com/Documents/Boards%20Commissions/Elections%20Board%20of%20Registrars/Official-State-Election-Results-11-05-2024.pdf?t=202509251301520,
Otis,2025,LEO,captured_exact,townofotisma.com,https://townofotisma.com/,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Otis2025.pdf
Westhampton,2021,LEO,MISS_host_absent,westhampton-ma.gov,https://www.westhampton-ma.gov/town-clerk/pages/election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westhampton2021.pdf
Westhampton,2022,LEO,MISS_host_absent,westhampton-ma.gov,https://westhampton-ma.gov/news,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westhampton2022.pdf
Westhampton,2023,LEO,MISS_host_crawled,westhampton-ma.com,https://www.westhampton-ma.com/sites/g/files/vyhlif5191/f/minutes/election_results_june_2023.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westhampton2023.pdf
Westhampton,2024,LEO,captured_exact,westhamptonma.gov,https://westhamptonma.gov/wp-content/uploads/WESTHMAPTON-Version-10-Revised-on-2024-0318.pdf,
Westhampton,2025,LEO,captured_exact,westhamptonma.gov,https://westhamptonma.gov/wp-content/uploads/2025-0321-WESTHAMPTON-Annual-Town-Report-FINAL.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westhampton2025.pdf
Whately,2021,LEO,MISS_host_crawled,whately.org,https://www.whately.org/town-clerkboard-registrars,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Whately2021.pdf
Whately,2022,LEO,MISS_host_crawled,whately.org,https://www.whately.org/home/files/official-election-results-06142022,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Whately2022.pdf
Whately,2023,LEO,captured_exact,whately.org,https://www.whately.org/sites/g/files/vyhlif5211/f/uploads/2023.06.13_-_excel_election_results_0.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Whately2023.pdf
Whately,2024,LEO,MISS_host_crawled,whately.org,https://www.whately.org/home/files/local-election-official-results-6112024,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Whately2024.pdf
Whately,2025,LEO,MISS_host_crawled,whately.org,https://www.whately.org/home/files/06102025-official-results-local-election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Whately2025.pdf
Colrain,2021,LEO,MISS_host_crawled,colrain-ma.gov,https://colrain-ma.gov/n/21501/Special-Town-Election-Results-09072021,
Colrain,2022,LEO,MISS_host_crawled,colrain-ma.gov,https://colrain-ma.gov/news/7/Election-News,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Colrain2022.pdf
Colrain,2023,LEO,captured_exact,colrain-ma.gov,https://colrain-ma.gov/news/newsfile_24627_Final_Tally_Results_Town_Election_05022023_ColrainMA.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Colrain2023.pdf
Colrain,2024,LEO,captured_exact,colrain-ma.gov,https://colrain-ma.gov/files/Town_Election_Results_2024-05-07.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Colrain2024.pdf
Colrain,2025,LEO,captured_exact,colrain-ma.gov,https://colrain-ma.gov/files/Town_Election_Results_2025-05-13.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Colrain2025.pdf
Gill,2021,LEO,captured_exact,gillmass.org,https://gillmass.org/p/36/Town-Clerk,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Gill2021.pdf
Gill,2022,LEO,captured_exact,gillmass.org,https://gillmass.org/p/36/Town-Clerk,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Gill2022.pdf
Gill,2025,LEO,MISS_host_crawled,gillmass.org,https://www.gillmass.org/d/43449/Annual-Town-Election,
Granville,2021,LEO,MISS_host_absent,granvillema.gov,https://granvillema.gov/town-clerk/files/2021-election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Granville2021.pdf
Granville,2022,LEO,MISS_host_absent,granvillema.gov,https://granvillema.gov/town-clerk/files/2022-election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Granville2022.pdf
Granville,2023,LEO,MISS_host_crawled,townofgranville.net,https://www.townofgranville.net/sites/g/files/vyhlif4471/f/news/townelectionsresults041023.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Granville2023.pdf
Granville,2024,LEO,MISS_host_absent,granvillema.gov,https://granvillema.gov/town-clerk/files/2024-election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Granville2024.pdf
Granville,2025,LEO,MISS_host_crawled,townofgranville.net,https://www.townofgranville.net/town-clerk/files/municipal-election-results-2025,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Granville2025.pdf
New Marlborough,2021,LEO,MISS_host_crawled,newmarlboroughma.gov,https://www.newmarlboroughma.gov/sites/g/files/vyhlif4771/f/pages/results_of_ate_5.10.21.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/NewMarlborough2021.pdf
New Marlborough,2022,LEO,MISS_host_crawled,newmarlboroughma.gov,https://www.newmarlboroughma.gov/sites/g/files/vyhlif4771/f/pages/results_of_annual_town_election_5.9.22.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/NewMarlborough2022.pdf
New Marlborough,2024,LEO,MISS_host_crawled,newmarlboroughma.gov,https://www.newmarlboroughma.gov/sites/g/files/vyhlif4771/f/pages/official_results_of_annual_town_election_5.13.24_0.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/NewMarlborough2024.pdf
New Marlborough,2025,LEO,MISS_host_crawled,newmarlboroughma.gov,https://www.newmarlboroughma.gov/sites/g/files/vyhlif4771/f/pages/official_results_of_annual_town_election_5.12.25.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/NewMarlborough2025.pdf
Richmond,2021,ATR,MISS_host_crawled,richmondma.org,https://www.richmondma.org/2021%20Annual%20Town%20Report.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Richmond2021.pdf
Richmond,2022,LEO,MISS_host_crawled,richmondma.org,https://www.richmondma.org/RICHMOND%202024%20TOWN%20REPORT%20FOR%20WEB_.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Richmond2022.pdf
Richmond,2023,LEO,MISS_host_crawled,richmondma.org,https://www.richmondma.org/2023%20report.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Richmond2023.pdf
Richmond,2024,LEO,MISS_host_absent,townofrichmond-ma.gov,https://www.townofrichmond-ma.gov/board-selectmen/files/richmond-election-results-may-20-2024,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Richmond2024.pdf
Richmond,2025,LEO,MISS_host_absent,townofrichmond-ma.gov,https://townofrichmond-ma.gov/town-clerk/files/richmond-annual-town-election-results-may-19-2025,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Richmond2025.pdf
Egremont,2021,LEO,captured_docid,egremont-ma.gov,https://www.egremont-ma.gov/DocumentCenter/View/1961,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Egremont2021.pdf
Egremont,2022,LEO,MISS_host_crawled,egremont-ma.gov,https://www.egremont-ma.gov/Archive.aspx?ADID=140,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Egremont2022.pdf
Egremont,2023,LEO,MISS_host_crawled,egremont-ma.gov,https://www.egremont-ma.gov/DocumentCenter/View/1138/Annual-Town-Election-2023-Certified-Results-PDF?bidId=,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Egremont2023.pdf
Egremont,2024,LEO,MISS_host_crawled,egremont-ma.gov,https://www.egremont-ma.gov/Archive.aspx?ADID=181,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Egremont2024.pdf
Egremont,2025,LEO,captured_exact,egremont-ma.gov,https://www.egremont-ma.gov/193/Town-Clerk,
West Stockbridge,2021,LEO,captured_exact,weststockbridge-ma.gov,https://www.weststockbridge-ma.gov/sites/g/files/vyhlif4031/f/uploads/wst_osrp_draft_5-5-22_to_comm.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestStockbridge2021.pdf
West Stockbridge,2023,LEO,captured_exact,weststockbridge-ma.gov,https://www.weststockbridge-ma.gov/sites/g/files/vyhlif4031/f/news/election_results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/WestStockbridge2023.pdf
Royalston,2021,LEO,MISS_host_crawled,royalston-ma.gov,https://www.royalston-ma.gov/broadband-committee,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Royalston2021.pdf
Royalston,2022,LEO,MISS_host_crawled,royalston-ma.gov,https://www.royalston-ma.gov/select-board,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Royalston2022.pdf
Royalston,2023,LEO,captured_exact,royalston-ma.gov,https://www.royalston-ma.gov/sites/g/files/vyhlif1151/f/uploads/results_of_ate_4-3-23_with_athol_vote_included.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Royalston2023.pdf
Royalston,2024,LEO,MISS_host_crawled,royalston-ma.gov,https://www.royalston-ma.gov/sites/g/files/vyhlif5901/f/uploads/2024_town_election_results-official.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Royalston2024.pdf
Royalston,2025,LEO,MISS_host_crawled,royalston-ma.gov,https://www.royalston-ma.gov/sites/g/files/vyhlif5901/f/uploads/2025_official_results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Royalston2025.pdf
Chester,2021,LEO,captured_exact,townofchester.net,https://townofchester.net/2025/05/town-election-results-may-3-2025/,
Chester,2022,LEO,MISS_host_crawled,auburnma.gov,https://www.auburnma.gov/Archive.aspx?ADID=1528,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chester2022.pdf
Chester,2023,LEO,captured_exact,townofchester.net,https://townofchester.net/2025/05/town-election-results-may-3-2025/,
Chester,2024,LEO,captured_exact,townofchester.net,https://townofchester.net/2025/05/town-election-results-may-3-2025/,
Chester,2025,LEO,captured_exact,townofchester.net,https://townofchester.net/wp-content/uploads/2025/05/Town-election-results-5-3-25.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chester2025.pdf
Blandford,2022,ATR,captured_exact,townofblandford.com,https://townofblandford.com/wp-content/uploads/2024/05/annual-town-report-2022-2023.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Blandford2022.pdf
