municipality,year,verdict,signals,url,kind
Huntington,2021,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://huntingtonma.us/node/371,election_page
Huntington,2023,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://huntingtonma.us/node/371,election_page
Huntington,2024,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://huntingtonma.us/node/371,election_page
Huntington,2025,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://huntingtonma.us/node/371,election_page
Lanesborough,2021,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=1",https://cms5.revize.com/revize/security/index.jsp?webspace=lanesboroughma&filename=/government/town_reports/index.php,annual_report
Lanesborough,2024,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=1",https://cms5.revize.com/revize/security/index.jsp?webspace=lanesboroughma&filename=/government/town_reports/index.php,annual_report
Lanesborough,2025,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=1",https://cms5.revize.com/revize/security/index.jsp?webspace=lanesboroughma&filename=/government/town_reports/index.php,annual_report
Lee,2023,RESULTS_FOUND,"heads=5,blanks=0,offices=4,tallies=59,yr=True,pp=0",https://lee.ma.us/174/Town-Clerk,election_page
Lee,2024,RESULTS_FOUND,"heads=5,blanks=0,offices=4,tallies=59,yr=False,pp=0",https://lee.ma.us/174/Town-Clerk,election_page
Lee,2025,RESULTS_FOUND,"heads=5,blanks=0,offices=4,tallies=59,pp=0",https://lee.ma.us/174/Town-Clerk,election_page
Lenox,2021,NO_RESULTS,"heads=0,blanks=0,offices=9,tallies=924,pp=84",https://townoflenox.com/DocumentCenter/View/371/Annual-Town-Report-2021,annual_report
Lenox,2022,RESULTS_FOUND,"heads=2,blanks=1,offices=9,tallies=918,yr=True,pp=84",https://townoflenox.com/DocumentCenter/View/375/Annual-Town-Report-2022,annual_report
Lenox,2023,RESULTS_FOUND,"heads=2,blanks=0,offices=9,tallies=901,yr=True,pp=89",https://townoflenox.com/DocumentCenter/View/376/Annual-Town-Report-2023,annual_report
Lenox,2024,RESULTS_FOUND,"heads=4,blanks=0,offices=9,tallies=427,yr=True,pp=70",https://townoflenox.com/DocumentCenter/View/377/Annual-Town-Report-2024,annual_report
Lenox,2025,RESULTS_FOUND,"heads=1,blanks=1,offices=9,tallies=672,yr=True,pp=120",https://townoflenox.com/DocumentCenter/View/3428/Annual-Town-Report-2025,annual_report
Leverett,2024,NO_RESULTS,"heads=0,blanks=0,offices=7,tallies=333,pp=6",https://leverett.ma.us/news/newsfile_12135_2024_budget_for_town_meeting.pdf,townmtg_election
Leverett,2025,MAYBE,"heads=2,blanks=0,offices=6,tallies=5",https://leverett.ma.us/n/12187/Leverett-Election-Results,election_page
Leyden,2021,RESULTS_FOUND,"heads=4,blanks=0,offices=9,tallies=20,pp=0",https://townofleyden.com/p/111/Voting-and-Elections,election_page
Leyden,2022,RESULTS_FOUND,"heads=4,blanks=0,offices=10,tallies=814,yr=True,pp=107",https://townofleyden.com/files/2022_Annual_Town_Report.pdf,annual_report
Ludlow,2021,RESULTS_FOUND,"heads=4,blanks=0,offices=10,tallies=1640,yr=True,pp=138",https://ludlow.ma.us/wp-content/uploads/sites/2/2025/05/2021-Annual-Town-Report.pdf,annual_report
Ludlow,2022,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=138",https://ludlow.ma.us/wp-content/uploads/sites/2/2025/05/2022-Annual-Town-Report.pdf,annual_report
Mansfield,2021,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://www.mansfieldma.com/DocumentCenter/View/5395/Annual-Town-Report-2021-PDF,annual_report
Marion,2021,MAYBE,"heads=1,blanks=0,offices=2,tallies=24,pp=0",https://marionma.gov/272/Town-Meeting-Election-Information,election_page
Marion,2022,MAYBE,"heads=1,blanks=0,offices=2,tallies=24,pp=0",https://marionma.gov/272/Town-Meeting-Election-Information,election_page
Marion,2023,RESULTS_FOUND,"heads=4,blanks=8,offices=9,tallies=5678,yr=True,pp=240",https://marionma.gov/DocumentCenter/View/1157,annual_report
Mashpee,2022,RESULTS_FOUND,"heads=2,blanks=104,offices=11,tallies=3164,yr=True,pp=189",https://mashpeema.gov/DocumentCenter/View/1282/2022-Annual-Report,annual_report
Mashpee,2023,RESULTS_FOUND,"heads=7,blanks=10,offices=11,tallies=2954,yr=True,pp=188",https://mashpeema.gov/DocumentCenter/View/1283/2023-Annual-Report,annual_report
Mendon,2021,RESULTS_FOUND,"heads=9,blanks=15,offices=11,tallies=2118,yr=True,pp=226",https://mendonma.gov/DocumentCenter/View/181/2021-Annual-Town-Report,annual_report
Mendon,2024,RESULTS_FOUND,"heads=7,blanks=48,offices=8,tallies=1691,yr=True,pp=613",https://www.mendonma.gov/DocumentCenter/View/851/2024-Annual-Town-Report,annual_report
Mendon,2025,RESULTS_FOUND,"heads=11,blanks=14,offices=10,tallies=1690,yr=True,pp=232",https://mendonma.gov/DocumentCenter/View/1528/2025--Annual-Town-Report,annual_report
Middlefield,2021,RESULTS_FOUND,"heads=2,blanks=0,offices=4,tallies=8,yr=False,pp=0",https://middlefield-ma.gov/230/Town-Clerk,election_page
Middlefield,2022,RESULTS_FOUND,"heads=2,blanks=0,offices=4,tallies=8,yr=False,pp=0",https://middlefield-ma.gov/230/Town-Clerk,election_page
Middlefield,2025,RESULTS_FOUND,"heads=2,blanks=0,offices=4,tallies=8,yr=False,pp=0",https://middlefield-ma.gov/230/Town-Clerk,election_page
Millbury,2021,RESULTS_FOUND,"heads=5,blanks=47,offices=9,tallies=1612",https://millburyma.gov/DocumentCenter/View/243/Annual-Town-Report---FY-2009,annual_report
Millbury,2022,RESULTS_FOUND,"heads=4,blanks=0,offices=10,tallies=1890,yr=True,pp=135",https://millburyma.gov/DocumentCenter/View/1817/Annual-Town-Report---FY-2022,annual_report
Millbury,2023,RESULTS_FOUND,"heads=4,blanks=0,offices=11,tallies=1064,yr=True,pp=132",https://millburyma.gov/DocumentCenter/View/1818/Annual-Town-Report---FY-2023,annual_report
Millis,2021,NO_RESULTS,"heads=0,blanks=0,offices=7,tallies=51,pp=0",https://millisma.gov/documents/departments/town-clerk/citizen's-guide-to-citizens-petition/27784801,election_page
Millis,2025,NO_RESULTS,"heads=0,blanks=0,offices=7,tallies=51,pp=0",https://millisma.gov/documents/departments/town-clerk/citizen's-guide-to-citizens-petition/27784801,election_page
Monson,2022,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=24,pp=1",https://monson-ma.gov/DocumentCenter/View/2485/Town-Report-2022,annual_report
Monterey,2021,RESULTS_FOUND,"heads=1,blanks=1,offices=10,tallies=1096",https://www.montereyma.gov/sites/g/files/vyhlif3496/f/uploads/fy21townreport.pdf,annual_report
Monterey,2022,RESULTS_FOUND,"heads=1,blanks=1,offices=10,tallies=1096",https://www.montereyma.gov/sites/g/files/vyhlif3496/f/uploads/fy21townreport.pdf,annual_report
Monterey,2025,RESULTS_FOUND,"heads=1,blanks=1,offices=10,tallies=1096",https://www.montereyma.gov/sites/g/files/vyhlif3496/f/uploads/fy21townreport.pdf,annual_report
Montgomery,2022,RESULTS_FOUND,"heads=1,blanks=0,offices=6,tallies=9,yr=False,pp=0",https://montgomeryma.gov/2023/03/town-clerk-notice/,election_page
Mount Washington,2021,RESULTS_FOUND,"heads=1,blanks=0,offices=10,tallies=13,yr=False,pp=0",https://mountwashington-ma.gov/departments/town-clerk/,election_page
Mount Washington,2023,RESULTS_FOUND,"heads=1,blanks=0,offices=9,tallies=13",https://mountwashington-ma.gov/departments/town-clerk/,election_page
Mount Washington,2025,RESULTS_FOUND,"heads=1,blanks=0,offices=10,tallies=13,pp=0",https://mountwashington-ma.gov/departments/town-clerk/,election_page
Nantucket,2022,NO_RESULTS,"heads=0,blanks=0,offices=1,tallies=7,pp=0",https://nantucket-ma.gov/180/Advisory-Committee-of-Non-Voting-Taxpaye,election_page
Nantucket,2023,NO_RESULTS,"heads=0,blanks=0,offices=1,tallies=7,pp=0",https://nantucket-ma.gov/180/Advisory-Committee-of-Non-Voting-Taxpaye,election_page
Needham,2024,RESULTS_FOUND,"heads=7,blanks=0,offices=10,tallies=1592,pp=212",https://needhamma.gov/DocumentCenter/View/62105,annual_report
New Ashford,2021,RESULTS_FOUND,"heads=1,blanks=0,offices=6,tallies=12",https://www.newashford-ma.us/wp-content/uploads/2021/05/NewAshford-2021-ATM-Warrant-Final.pdf,election_doc
New Ashford,2022,MAYBE,"heads=3,blanks=0,offices=4,tallies=0,pp=0",https://www.newashford-ma.us/town-elections-may-24th-200pm-400pm-and-600pm-800pm/,election_page
New Ashford,2023,RESULTS_FOUND,"heads=1,blanks=0,offices=8,tallies=93",https://www.newashford-ma.us/wp-content/uploads/2023/05/FY24Warrant-Recaps.pdf,election_doc
New Ashford,2025,MAYBE,"heads=3,blanks=0,offices=4,tallies=0,pp=0",https://www.newashford-ma.us/town-elections-may-24th-200pm-400pm-and-600pm-800pm/,election_page
New Braintree,2021,FETCH_FAIL,"HTTPError,pp=0",https://www.newbraintreema.us/vertical/Sites/%7BDB28C06A-9981-4746-94BD-D376054BB741%7D/uploads/Meeting_Minutes_Archive_2018-2021.pdf,minutes
New Braintree,2022,FETCH_FAIL,"HTTPError,pp=0",https://www.newbraintreema.us/vertical/Sites/%7BDB28C06A-9981-4746-94BD-D376054BB741%7D/uploads/NBCC_7_12_2022_Meeting_Minutes.pdf,minutes
New Braintree,2023,FETCH_FAIL,"HTTPError,pp=0",https://www.newbraintreema.us/vertical/Sites/%7BDB28C06A-9981-4746-94BD-D376054BB741%7D/uploads/Assessors_Meeting_Minutes_FY_2023(1).pdf,minutes
New Braintree,2024,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0",https://www.newbraintreema.us/vertical/Sites/%7BDB28C06A-9981-4746-94BD-D376054BB741%7D/uploads/2024_ATM_Warrant_6.17.24.pdf,election_doc
New Braintree,2025,MAYBE,"heads=1,blanks=0,offices=3,tallies=0",https://www.newbraintreema.us/vertical/sites/%7BDB28C06A-9981-4746-94BD-D376054BB741%7D/uploads/Election_Warrant_2025.docx.pdf,election_doc
New Marlborough,2021,RESULTS_FOUND,"heads=2,blanks=0,offices=3,tallies=19,yr=False,pp=0",https://newmarlboroughma.gov/1208/Town-Clerk,election_page
New Marlborough,2022,RESULTS_FOUND,"heads=2,blanks=0,offices=3,tallies=19,yr=False,pp=0",https://newmarlboroughma.gov/1208/Town-Clerk,election_page
New Marlborough,2024,RESULTS_FOUND,"heads=2,blanks=0,offices=3,tallies=19,pp=0",https://newmarlboroughma.gov/1208/Town-Clerk,election_page
New Marlborough,2025,RESULTS_FOUND,"heads=2,blanks=0,offices=3,tallies=19,yr=False,pp=0",https://newmarlboroughma.gov/1208/Town-Clerk,election_page
New Salem,2021,NO_RESULTS,"heads=1,blanks=0,offices=1,tallies=9,pp=0",https://newsalemma.org/1455/Town-Clerk,election_page
New Salem,2023,NO_RESULTS,"heads=0,blanks=0,offices=8,tallies=54,pp=6",https://newsalemma.org/DocumentCenter/View/290/2023-Annual-Town-Meeting-Warrant,townmtg_election
New Salem,2024,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=1",https://newsalemma.org/DocumentCenter/View/262/Special-Town-Meeting-February-1-2024,townmtg_election
New Salem,2025,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=8",https://newsalemma.org/DocumentCenter/View/291/2025-Annual-Town-Meeting-Warrant,townmtg_election
Newbury,2023,RESULTS_FOUND,"heads=3,blanks=0,offices=10,tallies=709",https://www.newburyma.gov/DocumentCenter/View/2880/Newbury-Annual-Report-2022-PDF,annual_report
Newbury,2025,NO_RESULTS,"heads=0,blanks=0,offices=9,tallies=381,pp=58",https://townofnewbury.org/DocumentCenter/View/2958,townmtg_election
Newton,2021,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://newtonma.gov/government/elections,election_page
Norfolk,2023,RESULTS_FOUND,"heads=1,blanks=2,offices=7,tallies=5,yr=False,pp=0",https://norfolk.ma.us/departments/town_clerk/census_information.php,election_page
North Adams,2021,NO_RESULTS,"heads=0,blanks=0,offices=2,tallies=3,pp=0",https://northadams-ma.gov/government/departments_offices/city_clerk/government/departments_offices/city_clerk/becoming_an_election_worker.php,election_page
North Adams,2023,NO_RESULTS,"heads=0,blanks=0,offices=2,tallies=3,pp=0",https://northadams-ma.gov/government/departments_offices/city_clerk/government/departments_offices/city_clerk/becoming_an_election_worker.php,election_page
North Adams,2025,NO_RESULTS,"heads=0,blanks=0,offices=2,tallies=3,pp=0",https://northadams-ma.gov/government/departments_offices/city_clerk/government/departments_offices/city_clerk/becoming_an_election_worker.php,election_page
North Andover,2021,RESULTS_FOUND,"heads=4,blanks=0,offices=7,tallies=146",https://drive.google.com/uc?export=download&id=1g5dXsoxACDnVpB0f5NgUw-rjp05PggGO,annual_report
North Andover,2022,RESULTS_FOUND,"heads=12,blanks=48,offices=9,tallies=1538,yr=True,pp=168",https://drive.google.com/uc?export=download&id=1SV_gRmyLbuGl6xexi3QaBm8AlZDezNNR,annual_report
North Brookfield,2022,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=149",https://northbrookfield.net/DocumentCenter/View/357,annual_report
North Brookfield,2023,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=153",https://northbrookfield.net/DocumentCenter/View/359,annual_report
North Brookfield,2024,RESULTS_FOUND,"heads=8,blanks=53,offices=11,tallies=1938,yr=True,pp=133",https://northbrookfield.net/DocumentCenter/View/358,annual_report
North Brookfield,2025,RESULTS_FOUND,"heads=4,blanks=53,offices=10,tallies=1938",https://northbrookfield.net/DocumentCenter/View/358,annual_report
Northborough,2023,NO_RESULTS,"heads=0,blanks=0,offices=2,tallies=73,pp=5",https://www.town.northborough.ma.us/sites/g/files/vyhlif12221/f/uploads/zoning-related_articles_approved_at_april_2023_town_meeting_0.pdf,townmtg_election
Northbridge,2024,RESULTS_FOUND,"heads=3,blanks=9,offices=2,tallies=99,pp=2",https://northbridgemass.org/DocumentCenter/View/6100/5-21-2024-Annual-Town-Election,townmtg_election
Northbridge,2025,RESULTS_FOUND,"heads=6,blanks=12,offices=3,tallies=321,pp=5",https://northbridgemass.org/DocumentCenter/View/6099/5-20-2025-Annual-Town-Election,townmtg_election
Norwell,2023,RESULTS_FOUND,"heads=1,blanks=0,offices=7,tallies=13,pp=0",https://townofnorwell.net/departments/town_clerk/election_information/index.php,election_page
Oak Bluffs,2023,RESULTS_FOUND,"heads=4,blanks=17,offices=9,tallies=2951,yr=True,pp=102",https://oakbluffsma.gov/DocumentCenter/View/11505/Town-of-Oak-Bluffs---Annual-Report-2023,annual_report
Oakham,2021,RESULTS_FOUND,"heads=3,blanks=44,offices=10,tallies=2160,yr=True,pp=121",https://www.oakham-ma.gov/DocumentCenter/View/302/Fy2021-Annual-Town-Report-PDF,annual_report
Oakham,2022,RESULTS_FOUND,"heads=3,blanks=6,offices=9,tallies=2362,yr=True,pp=124",https://www.oakham-ma.gov/DocumentCenter/View/303/Fy2022-Annual-Town-Report-PDF,annual_report
Oakham,2023,RESULTS_FOUND,"heads=3,blanks=48,offices=9,tallies=1128,yr=True,pp=160",https://www.oakham-ma.gov/DocumentCenter/View/304/Fy2023-Annual-Town-Report-PDF,annual_report
Oakham,2024,RESULTS_FOUND,"heads=6,blanks=23,offices=11,tallies=2604,yr=True,pp=158",https://www.oakham-ma.gov/DocumentCenter/View/305/Fy2024-Annual-Town-Report-PDF,annual_report
Oakham,2025,RESULTS_FOUND,"heads=5,blanks=23,offices=10,tallies=2581",https://www.oakham-ma.gov/DocumentCenter/View/305/Fy2024-Annual-Town-Report-PDF,annual_report
Orange,2021,NO_RESULTS,"heads=0,blanks=0,offices=1,tallies=15,pp=0",https://townoforange.org/266/Town-Clerk,election_page
Orange,2023,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=82,pp=12",https://www.townoforange.org/DocumentCenter/View/877,annual_report
Palmer,2025,FETCH_FAIL,"HTTPError,pp=0",https://www.townofpalmer.com/vertical/sites/%7B034F9CAE-5196-4551-90C2-FBFD76374BDB%7D/uploads/5_21_2025_MPIC_Minutes.pdf,minutes
Paxton,2024,FETCH_FAIL,"URLError,pp=0",http://www.townofpaxton.net/sites/g/files/vyhlif4846/f/uploads/special_town_meeting_warrant_11.18.2024.pdf,townmtg_election
Petersham,2021,RESULTS_FOUND,"heads=1,blanks=0,offices=9,tallies=198,yr=True,pp=82",https://townofpetersham.gov/wp-content/uploads/2025/12/FY21-Town-report-2020-2021.pdf,annual_report
Petersham,2022,RESULTS_FOUND,"heads=1,blanks=0,offices=4,tallies=35,yr=True,pp=98",https://townofpetersham.gov/wp-content/uploads/2025/12/FY23-Town-report-2022-2023.pdf,annual_report
Petersham,2023,RESULTS_FOUND,"heads=1,blanks=0,offices=4,tallies=35,yr=True,pp=98",https://townofpetersham.gov/wp-content/uploads/2025/12/FY23-Town-report-2022-2023.pdf,annual_report
Phillipston,2021,RESULTS_FOUND,"heads=1,blanks=0,offices=7,tallies=10",https://phillipston-ma.gov/DocumentCenter/View/491/Election,election_page
Phillipston,2022,RESULTS_FOUND,"heads=1,blanks=0,offices=7,tallies=10",https://phillipston-ma.gov/DocumentCenter/View/491/Election,election_page
Phillipston,2023,RESULTS_FOUND,"heads=1,blanks=0,offices=7,tallies=10",https://phillipston-ma.gov/DocumentCenter/View/491/Election,election_page
Phillipston,2024,RESULTS_FOUND,"heads=1,blanks=0,offices=7,tallies=10",https://phillipston-ma.gov/DocumentCenter/View/491/Election,election_page
Phillipston,2025,RESULTS_FOUND,"heads=1,blanks=0,offices=9,tallies=867,yr=True,pp=110",https://phillipston-ma.gov/DocumentCenter/View/965,annual_report
Pittsfield,2025,NO_RESULTS,"heads=1,blanks=0,offices=0,tallies=16,pp=0",https://www.pittsfieldma.gov/380/Registrar-of-Voters-Elections,election_page
Plainfield,2023,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://plainfield-ma.us/town-clerk,election_page
Plainfield,2024,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://plainfield-ma.us/town-clerk,election_page
Plympton,2022,RESULTS_FOUND,"heads=14,blanks=65,offices=10,tallies=1635,yr=True,pp=164",https://town.plympton.ma.us/DocumentCenter/View/1151/2022-Annual-Town-Report,annual_report
Plympton,2023,RESULTS_FOUND,"heads=13,blanks=12,offices=10,tallies=1232,yr=True,pp=142",https://town.plympton.ma.us/DocumentCenter/View/1154/2023-Annual-Town-Report,annual_report
Plympton,2024,RESULTS_FOUND,"heads=7,blanks=43,offices=10,tallies=1617,yr=True,pp=136",https://town.plympton.ma.us/DocumentCenter/View/1171/2024-Annual-Town-Report,annual_report
Plympton,2025,RESULTS_FOUND,"heads=26,blanks=0,offices=4,tallies=21,pp=0",https://town.plympton.ma.us/242/Historical-Town-Elections,election_page
Princeton,2021,RESULTS_FOUND,"heads=8,blanks=8,offices=11,tallies=1965,yr=True,pp=144",https://storage.googleapis.com/proudcity/princetonma/2025/09/2021_princeton_annual_town_report_final.pdf,annual_report
Princeton,2022,RESULTS_FOUND,"heads=19,blanks=53,offices=10,tallies=2247,yr=True,pp=160",https://storage.googleapis.com/proudcity/princetonma/2025/09/2022_annual_town_report.pdf,annual_report
Raynham,2021,RESULTS_FOUND,"heads=7,blanks=70,offices=8,tallies=1546",https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/raynham_annual_report_2020.pdf,annual_report
Raynham,2022,RESULTS_FOUND,"heads=3,blanks=0,offices=7,tallies=440,pp=38",https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/pages/annual_town_meeting_warrant_05-16-2022.pdf,townmtg_election
Richmond,2021,RESULTS_FOUND,"heads=2,blanks=0,offices=7,tallies=12,pp=0",https://richmondma.org/government/town_clerk/government_town_clerk_index.php,election_page
Richmond,2024,RESULTS_FOUND,"heads=2,blanks=0,offices=7,tallies=12,yr=False,pp=0",https://richmondma.org/government/town_clerk/government_town_clerk_index.php,election_page
Richmond,2025,RESULTS_FOUND,"heads=2,blanks=0,offices=7,tallies=12,yr=True,pp=0",https://richmondma.org/government/town_clerk/government_town_clerk_index.php,election_page
Rochester,2022,RESULTS_FOUND,"heads=1,blanks=0,offices=11,tallies=1596,yr=True,pp=134",https://townofrochestermass.com/DocumentCenter/View/263/2022-Annual-Report,annual_report
Rochester,2023,RESULTS_FOUND,"heads=2,blanks=0,offices=10,tallies=1394,yr=True,pp=110",https://townofrochestermass.com/DocumentCenter/View/264/2023-Annual-Report,annual_report
Rochester,2024,RESULTS_FOUND,"heads=2,blanks=0,offices=9,tallies=1394",https://townofrochestermass.com/DocumentCenter/View/264/2023-Annual-Report,annual_report
Rochester,2025,NO_RESULTS,"heads=0,blanks=0,offices=2,tallies=22,pp=0",https://sippican.theweektoday.com/article/marion-welcomes-new-town-clerk/158634,election_page
Rockport,2021,RESULTS_FOUND,"heads=4,blanks=0,offices=6,tallies=28,pp=0",https://rockportma.gov/266/Town-Clerk,election_page
Rowley,2021,RESULTS_FOUND,"heads=5,blanks=1,offices=11,tallies=1840,yr=True,pp=128",https://www.townofrowley.net/sites/g/files/vyhlif4956/f/uploads/2021_town_report_final.pdf,annual_report
Rowley,2024,RESULTS_FOUND,"heads=1,blanks=0,offices=9,tallies=897",https://www.townofrowley.net/sites/g/files/vyhlif4956/f/uploads/townreport_2006_vol_2.1.pdf,annual_report
Rowley,2025,RESULTS_FOUND,"heads=1,blanks=0,offices=9,tallies=897",https://www.townofrowley.net/sites/g/files/vyhlif4956/f/uploads/townreport_2006_vol_2.1.pdf,annual_report
Russell,2021,NO_RESULTS,"heads=1,blanks=0,offices=1,tallies=8,pp=0",https://townofrussell.us/229/Town-Clerk,election_page
Russell,2022,NO_RESULTS,"heads=1,blanks=0,offices=1,tallies=8,pp=0",https://townofrussell.us/229/Town-Clerk,election_page
Russell,2024,NO_RESULTS,"heads=1,blanks=0,offices=1,tallies=8,pp=0",https://townofrussell.us/229/Town-Clerk,election_page
Russell,2025,NO_RESULTS,"heads=1,blanks=0,offices=1,tallies=8,pp=0",https://townofrussell.us/229/Town-Clerk,election_page
Rutland,2021,RESULTS_FOUND,"heads=12,blanks=45,offices=11,tallies=1355,yr=True,pp=107",https://rutlandma.gov/DocumentCenter/View/859/FY2021-Annual-Town-Report,annual_report
Rutland,2022,RESULTS_FOUND,"heads=7,blanks=0,offices=10,tallies=1431,yr=True,pp=128",https://rutlandma.gov/DocumentCenter/View/860/FY2022-Annual-Town-Report,annual_report
Rutland,2023,RESULTS_FOUND,"heads=7,blanks=0,offices=10,tallies=1431",https://townofrutland.org/DocumentCenter/View/616,annual_report
Salisbury,2025,RESULTS_FOUND,"heads=4,blanks=48,offices=9,tallies=1099",https://www.salisburyma.gov/sites/g/files/vyhlif1166/f/u316/fy15_salisbury_town_report.pdf,annual_report
Sandisfield,2025,RESULTS_FOUND,"heads=2,blanks=8,offices=9,tallies=613",https://www.sandisfieldma.gov/sites/g/files/vyhlif1171/f/news/fy23_annual_town_report_-_final_1.pdf,annual_report
Saugus,2024,NO_RESULTS,"heads=0,blanks=0,offices=1,tallies=29,pp=4",https://www.saugus-ma.gov/DocumentCenter/View/188,townmtg_election
Savoy,2021,RESULTS_FOUND,"heads=1,blanks=0,offices=6,tallies=13,yr=False,pp=0",https://townofsavoy.com/town-clerk,election_page
Savoy,2022,RESULTS_FOUND,"heads=1,blanks=0,offices=6,tallies=13,yr=False,pp=0",https://townofsavoy.com/town-clerk,election_page
Savoy,2023,RESULTS_FOUND,"heads=1,blanks=0,offices=6,tallies=13,pp=0",https://townofsavoy.com/town-clerk,election_page
Savoy,2024,RESULTS_FOUND,"heads=1,blanks=0,offices=6,tallies=13,pp=0",https://townofsavoy.com/town-clerk,election_page
Savoy,2025,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=88",https://storage.googleapis.com/juniper-media-library/394/2026/06/2025 Annual Report-FINAL FOR PRINTING.pdf,annual_report
Scituate,2023,RESULTS_FOUND,"heads=1,blanks=0,offices=9,tallies=1769,yr=True,pp=312",https://scituatema.gov/DocumentCenter/View/859/2023-Annual-Town-Report,annual_report
Shelburne,2021,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=3,pp=2",https://townofshelburne.com/files/2021_Open_Space_annual_report.pdf,annual_report
Shelburne,2024,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=6,pp=2",https://townofshelburne.com/files/2024_Open_Space_annual_report.pdf,annual_report
Shelburne,2025,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://townofshelburne.com/files/2025FYAnnual_Town_Meeting_Warrant-Final.docx,townmtg_election
Shutesbury,2021,MAYBE,"heads=2,blanks=0,offices=8,tallies=0,pp=7",https://www.shutesbury.org/sites/default/files/files-and-images/Annual%20Town%20Reports/AnnualTownReport_FY2021.pdf,annual_report
Shutesbury,2022,MAYBE,"heads=2,blanks=0,offices=8,tallies=0,pp=7",https://www.shutesbury.org/sites/default/files/files-and-images/Annual%20Town%20Reports/AnnualTownReport_FY2022.pdf,annual_report
Somerset,2023,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://townofsomerset.org/DocumentCenter/View/1330/Annual-town-Report-2023,annual_report
Southbridge,2022,RESULTS_FOUND,"heads=6,blanks=39,offices=6,tallies=775",https://ci.southbridge.ma.us/DocumentCenter/View/1543/2021-Annual-Town-Report_Southbridge,annual_report
Southbridge,2023,NO_RESULTS,"heads=0,blanks=0,offices=1,tallies=5,pp=0",https://ci.southbridge.ma.us/479/Town-Clerk,election_page
Southbridge,2024,NO_RESULTS,"heads=0,blanks=0,offices=1,tallies=5,pp=0",https://ci.southbridge.ma.us/479/Town-Clerk,election_page
Southbridge,2025,RESULTS_FOUND,"heads=13,blanks=0,offices=6,tallies=373",https://ci.southbridge.ma.us/DocumentCenter/View/5012,election_doc
Springfield,2023,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=41,pp=10",https://www.springfield-ma.gov/cos/fileadmin/mayor/2023/BOPC/2024_BOPC_Annual_report_3.12.25__pdf.pdf,annual_report
Springfield,2025,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=41",https://www.springfield-ma.gov/cos/fileadmin/mayor/2023/BOPC/2024_BOPC_Annual_report_3.12.25__pdf.pdf,annual_report
Stockbridge,2021,FETCH_FAIL,"URLError,pp=0",https://stockbridge-ma.gov/wp-content/uploads/2021/04/FINAL-2020-Annual-Report-2.pdf,annual_report
Stockbridge,2022,FETCH_FAIL,"URLError,pp=0",https://stockbridge-ma.gov/wp-content/uploads/2022/05/FINAL-2021-Annual-Report.pdf,annual_report
Sturbridge,2021,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://sturbridge.gov/town-clerk,election_page
Sturbridge,2023,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://sturbridge.gov/town-clerk,election_page
Sturbridge,2024,MAYBE,"heads=38,blanks=0,offices=2,tallies=577",https://www.sturbridge.gov/sites/g/files/vyhlif12111/f/news/information_for_voters-2024_ballot_questions_and_election_info-red_booklet.pdf,election_doc
Sturbridge,2025,NO_RESULTS,"heads=0,blanks=0,offices=0,tallies=0,pp=0",https://sturbridge.gov/town-clerk,election_page
Sudbury,2021,RESULTS_FOUND,"heads=14,blanks=10,offices=10,tallies=1336,pp=209",https://cdn.sudbury.ma.us/wp-content/uploads/sites/342/2021/03/Sudbury-2019-Town-Report.pdf?version=7613194b04113666d493d6f30a09a35d,annual_report
