municipality,year,priority,kind,url,title
Charlemont,2022,3,election_page,https://charlemont-ma.us/n/20209/June-3-Election-Results,
Charlemont,2024,1,annual_report,https://charlemont-ma.us/news/newsfile_20171_Town_Report_2024.pdf,
Charlemont,2024,1,annual_report,https://charlemont-ma.us/news/newsfile_20171_dedication_2024_town_report.pdf,
Charlemont,2024,1,annual_report,https://charlemont-ma.us/news/newsfile_20206_Town_Report__Year_end_2024_finished.pdf,
Charlemont,2024,1,annual_report,https://charlemont-ma.us/news/newsfile_20242_Town_Report_Year_end_2025.pdf,Town Report Year end 2025.pdf
Charlemont,2025,1,annual_report,https://charlemont-ma.us/news/newsfile_20242_Town_Report_Year_end_2025.pdf,Town Report Year end 2025.pdf
Charlemont,2025,1,annual_report,https://www.charlemont-ma.us/files/Town_Report_Year_end_2025.pdf,
Charlemont,2025,2,townmtg_election,https://charlemont-ma.us/files/CharlemontTownMeeting2025_Minutes_Final.pdf,
Charlemont,2025,2,townmtg_election,https://charlemont-ma.us/files/FY_2025_Town_Meeting_Budget.pdf,
Cheshire,2021,1,annual_report,https://storage.googleapis.com/juniper-media-library/56/2024/01/2021 Annual Town Report.pdf,2021 Annual Town Report
Cheshire,2021,1,annual_report,https://storage.googleapis.com/juniper-media-library/56/2025/11/Year 3 Annual Report FY21.pdf,MS4 Annual Report Fiscal Year 2021
Cheshire,2021,3,election_page,https://cheshire-ma.gov/news-and-notices/annual-town-election-information,
Cheshire,2021,3,election_page,https://cheshire-ma.gov/news-and-notices/annual-town-election-voter-registration-session,
Cheshire,2023,1,annual_report,https://storage.googleapis.com/juniper-media-library/56/2024/07/2023 Cheshire Town Report full.pdf,2023 Annual Town Report
Cheshire,2023,1,annual_report,https://storage.googleapis.com/juniper-media-library/56/2025/11/Year 5 Annual Report.pdf,MS4 Annual Report Fiscal Year 2023
Cheshire,2023,2,townmtg_election,https://storage.googleapis.com/juniper-media-library/56/2024/01/2023%20Annual%20Town%20Election%20Information.pdf,2023 Annual Town Election Information
Cheshire,2023,3,election_page,https://cheshire-ma.gov/news-and-notices/annual-town-election-information,
Chester,2023,1,annual_report,https://townofchester.net/wp-content/uploads/2023/04/Town-of-Chester-Annual-Report-FY21-22.pdf,
Chester,2023,1,annual_report,https://townofchester.net/wp-content/uploads/2024/05/Town-of-Chester-Annual-Report-FY22-23.pdf,2022-2023 Report
Chester,2023,2,townmtg_election,https://townofchester.net/wp-content/uploads/2023/04/ATE-warrant-20230506.pdf,
Chester,2023,3,election_page,https://townofchester.net/2025/04/2025-annual-town-election-nominees/,
Chesterfield,2021,1,annual_report,https://www.townofchesterfieldma.com/sites/g/files/vyhlif7606/f/uploads/chesterfield_fy2021_town_report_final_4.13.22.pdf,
Chesterfield,2021,2,townmtg_election,https://www.townofchesterfieldma.com/sites/g/files/vyhlif7606/f/minutes/certified_votes_of_2021_annual_town_meeting.pdf,
Chesterfield,2021,3,election_page,https://www.townofchesterfieldma.com/town-clerk,Town Clerk
Chesterfield,2021,4,minutes,https://www.townofchesterfieldma.com/sites/g/files/vyhlif7606/f/minutes/122021_select_board_minutes.pdf,
Chesterfield,2025,3,election_page,https://www.townofchesterfieldma.com/town-clerk,Town Clerk
Chilmark,2022,2,townmtg_election,https://www.chilmarkma.gov/sites/g/files/vyhlif2951/f/uploads/chilmark_special_town_meeting_warrant_march_26_2022.pdf,
Chilmark,2022,2,townmtg_election,https://www.chilmarkma.gov/sites/g/files/vyhlif8411/f/events/chilmark_special_town_meeting_new_as_in_vgazette_09092022.pdf,
Chilmark,2022,2,townmtg_election,https://www.chilmarkma.gov/sites/g/files/vyhlif8411/f/uploads/chilmark_annual_town_meeting_and_election_warrant_april_25_and_27_2022_town_clerk_true_copy_attest.pdf,
Chilmark,2022,4,minutes,http://www.chilmarkma.gov/Pages/ChilmarkMA_SquibnocketAgendas/12022014s/Minutes%20Nov%2018%202014.pdf,
Chilmark,2025,2,townmtg_election,http://chilmarkma.gov/Pages/ChilmarkMA_TownMeeting/STM%20Sept%2025%202006%20FINAL.pdf,
Chilmark,2025,4,minutes,http://chilmarkma.gov/Pages/ChilmarkMA_SelectMin/2008/Minutes%20Chilmark%20Selectmen%20November%2025th%202008.pdf,
Chilmark,2025,4,minutes,http://www.chilmarkma.gov/Pages/ChilmarkMA_SelectMin/2007/MinutesSeptember%2025th%202007Chilmark%20Board%20of%20Selectmen.pdf,
Chilmark,2025,4,minutes,https://www.chilmarkma.gov/sites/g/files/vyhlif8411/f/agendas/chilmark_planning_board_draft_minutes_12082025.pdf,
Clarksburg,2022,1,annual_report,https://clarksburgma.gov/specMedia/Clarksburg-Annual-Report-FY2022.pdf,
Clarksburg,2022,3,election_page,http://www.clarksburgma.gov/2022-annual-town-election-results,
Clarksburg,2022,3,election_page,http://www.clarksburgma.gov/2023-election-results,
Clarksburg,2022,3,election_page,http://www.clarksburgma.gov/annual-town-election-results,
Clarksburg,2023,1,annual_report,https://clarksburgma.gov/specMedia/Clarkburg-Annual-Report-FY2023.pdf,
Clarksburg,2023,3,election_page,http://www.clarksburgma.gov/2022-annual-town-election-results,
Clarksburg,2023,3,election_page,http://www.clarksburgma.gov/2023-election-results,
Clarksburg,2023,3,election_page,http://www.clarksburgma.gov/annual-town-election-results,
Clarksburg,2025,1,annual_report,https://clarksburgma.gov/specMedia/ANNUAL-TOWN-REPORT-FY-25_4-14-26.pdf,2025 Annual Report
Clarksburg,2025,3,election_page,http://www.clarksburgma.gov/2022-annual-town-election-results,
Clarksburg,2025,3,election_page,http://www.clarksburgma.gov/2023-election-results,
Clarksburg,2025,3,election_page,http://www.clarksburgma.gov/annual-town-election-results,
Colrain,2021,1,annual_report,https://colrain-ma.gov/files/Colrain_2021_Annual_Report.pdf,
Colrain,2021,1,annual_report,https://colrain-ma.gov/meetings/29757/2021_Annual_Report_.pdf,
Colrain,2021,1,annual_report,https://colrain-ma.gov/meetings/29766/2021_Annual_Report_.pdf,
Colrain,2021,2,townmtg_election,https://colrain-ma.gov/files/Annual_Town_Meeting_Warrant_FY2021_as_voted.pdf,
Conway,2021,2,townmtg_election,https://conwayma.gov/files/Town_Meeting_2021-06-05_Annual_Minutes.pdf,
Conway,2021,3,election_page,https://conwayma.gov/p/104/Elections,Elections
Conway,2021,3,election_page,https://conwayma.gov/p/22/Town-Clerk,
Conway,2021,3,election_page,https://conwayma.gov/p/42/Voting-in-Massachusetts,
Conway,2022,2,townmtg_election,https://conwayma.gov/files/Town_Meeting_2022-06-04_Annual_Minutes.pdf,
Conway,2022,3,election_page,https://conwayma.gov/p/104/Elections,Elections
Conway,2022,3,election_page,https://conwayma.gov/p/22/Town-Clerk,
Conway,2022,3,election_page,https://conwayma.gov/p/42/Voting-in-Massachusetts,
Conway,2023,2,townmtg_election,https://conwayma.gov/files/2023_Special_Town_Meeting_Voter_Guide.pdf,
Conway,2023,3,election_page,https://conwayma.gov/p/104/Elections,Elections
Conway,2023,3,election_page,https://conwayma.gov/p/22/Town-Clerk,
Conway,2023,3,election_page,https://conwayma.gov/p/42/Voting-in-Massachusetts,
Conway,2024,2,townmtg_election,https://conwayma.gov/files/2004_through_2024_Certified_Town_Meeting_Minutes.pdf,
Conway,2024,2,townmtg_election,https://conwayma.gov/files/2024_pre-town_meeting_poster.pdf,
Conway,2024,2,townmtg_election,https://conwayma.gov/files/Town_Meeting_Minutes_2024.pdf,
Conway,2024,3,election_page,https://conwayma.gov/p/104/Elections,Elections
Conway,2025,2,townmtg_election,https://conwayma.gov/files/2025_pre-town_meeting_poster.pdf,
Conway,2025,3,election_page,https://conwayma.gov/p/104/Elections,Elections
Conway,2025,3,election_page,https://conwayma.gov/p/22/Town-Clerk,
Conway,2025,3,election_page,https://conwayma.gov/p/42/Voting-in-Massachusetts,
Cummington,2022,1,annual_report,https://cummington-ma.gov/DDGAssets/Content/FY2022TownReport.pdf,
Cummington,2022,1,annual_report,https://cummington-ma.gov/PDFs/TownReportFY2022.pdf,
Cummington,2022,3,election_page,https://cummington-ma.gov/Boards.php?2,Town Clerk
Cummington,2023,1,annual_report,https://cummington-ma.gov/PDFs/TownReportFY2023.pdf,
Cummington,2023,3,election_page,https://cummington-ma.gov/Boards.php?2,Town Clerk
Cummington,2024,1,annual_report,https://cummington-ma.gov/PDFs/TownReportFY2024.pdf,
Cummington,2024,3,election_page,https://cummington-ma.gov/Boards.php?2,Town Clerk
Cummington,2025,1,annual_report,https://cummington-ma.gov/DDGAssets/Board/WWildScAnnRpt2025Rev.pdf,Westfield Wild and Scenic Committee 2025 Annual Report.
Cummington,2025,3,election_page,https://cummington-ma.gov/Boards.php?2,Town Clerk
Dalton,2025,1,annual_report,https://dalton-ma.gov/wp-content/uploads/2025/05/2024-Annual-Report-FINAL.pdf,ANNUAL REPORTS OF THE TOWN OF DALTON MASSACHUSETTS FOR 2024
Dalton,2025,1,annual_report,https://dalton-ma.gov/wp-content/uploads/2025/05/DAR2023-FINAL.pdf,ANNUAL REPORTS OF THE TOWN OF DALTON MASSACHUSETTS FOR 2023
Dalton,2025,1,annual_report,https://dalton-ma.gov/wp-content/uploads/2025/07/Town-of-Dalton-Annual-Report_FY20.pdf,Storm Water Annual Report FY20
Dalton,2025,1,annual_report,https://dalton-ma.gov/wp-content/uploads/2025/07/Town-of-Dalton-Annual-Report_FY23.pdf,Storm Water Annual Report FY23
Deerfield,2025,2,townmtg_election,https://deerfieldma.us/DocumentCenter/View/2123,FY2025 Annual Town Meeting Guide 4262024 Final?bidId=
Deerfield,2025,2,townmtg_election,https://deerfieldma.us/DocumentCenter/View/2503/2025-ATE-Information-and-Seats,2025 ATE Information and Seats
Deerfield,2025,2,townmtg_election,https://deerfieldma.us/DocumentCenter/View/2722,2025 ATM ATE Warrant with return?bidId=
Deerfield,2025,2,townmtg_election,https://www.deerfieldma.us/DocumentCenter/View/2673/Town-Election-Ballot-May-2025,
Douglas,2025,2,townmtg_election,https://douglas-ma.gov/DocumentCenter/View/4495,2025 Open Seats for ATE?bidId=
Douglas,2025,3,election_page,https://douglas-ma.gov/213/Town-Clerk,Town Clerk
Douglas,2025,3,election_page,https://douglas-ma.gov/221/Annual-Election-Information,Annual Election Information
Douglas,2025,3,election_page,https://douglas-ma.gov/Archive.aspx?AMID=50,Election Warrants
Dracut,2021,2,townmtg_election,https://www.dracutma.gov/DocumentCenter/View/495,Town Meeting June 14 2021 Vote PDF?bidId=
Dracut,2021,2,townmtg_election,https://www.dracutma.gov/DocumentCenter/View/505,Annual Fall Town Meeting November 1 2021 Vote PDF?bidId=
Dracut,2021,2,townmtg_election,https://www.dracutma.gov/DocumentCenter/View/506,Annual Fall Town Meeting November 1 2021 Warrant PDF?bidId=
Dracut,2021,2,townmtg_election,https://www.dracutma.gov/DocumentCenter/View/509,Special Town Meeting November 1 2021 Vote PDF?bidId=
Dracut,2023,2,townmtg_election,https://dracutma.gov/ImageRepository/Document?documentID=568,Town Meeting 2023
Dracut,2023,2,townmtg_election,https://www.dracutma.gov/DocumentCenter/View/1890/Annual-Town-Election-Sample-Ballot-04-13-2023-PDF,
Dracut,2023,2,townmtg_election,https://www.dracutma.gov/DocumentCenter/View/1936/Town-Meeting-June-5th-2023-Warrant-PDF,
Dracut,2023,2,townmtg_election,https://www.dracutma.gov/DocumentCenter/View/2058/Town-Meeting-Warrant-and-Motions-FINAL---June-5-2023-PDF,
Dudley,2021,3,election_page,https://dudleyma.gov/AgendaCenter/ViewFile/Agenda/_06152026-369,Annual Town Election Warrant
Dudley,2021,3,election_page,https://www.dudleyma.gov/233/Town-Clerk,Town Clerk
Dudley,2021,3,election_page,https://www.dudleyma.gov/276/Election-Voter-Resources,Election Voter Resources
Dunstable,2023,1,annual_report,https://www.dunstable-ma.gov/sites/g/files/vyhlif4361/f/uploads/092723_dunstable_ma-ms4-yr5-new-permittees.pdf,MS4 Annual Report 2023
Dunstable,2023,1,annual_report,https://www.dunstable-ma.gov/sites/g/files/vyhlif4361/f/uploads/advisory_board_2023_annual_report.pdf,
Dunstable,2023,3,election_page,https://dunstable-ma.gov/town-clerk,Town Clerk
Dunstable,2023,3,election_page,https://www.dunstable-ma.gov/town-clerk/files/town-clerk-fees,
East Bridgewater,2021,1,annual_report,https://ma-eastbridgewater.civicplus.com/DocumentCenter/View/1765/2021-Annual-Town-Report-PDF,2021 Annual Town Report (PDF)
East Bridgewater,2021,1,annual_report,https://www.eastbridgewaterma.gov/DocumentCenter/View/600/2021-Annual-Town-Report-PDF,
East Bridgewater,2021,2,townmtg_election,https://ma-eastbridgewater.civicplus.com/DocumentCenter/View/1780/June-14-2021-Special-and-Annual-Town-Meeting-PDF,"June 14, 2021 Special and Annual Town Meeting (PDF)"
East Bridgewater,2021,2,townmtg_election,https://ma-eastbridgewater.civicplus.com/DocumentCenter/View/771/2021-ATE-Candidate-Campaign-Finance-Forms-PDF,2021 ATE Candidate Campaign Finance Forms (PDF)
East Bridgewater,2022,1,annual_report,https://ma-eastbridgewater.civicplus.com/DocumentCenter/View/1766/2022-Annual-Town-Report-PDF,2022 Annual Town Report (PDF)
East Bridgewater,2022,1,annual_report,https://www.eastbridgewaterma.gov/DocumentCenter/View/601/2022-Annual-Town-Report-PDF,
East Bridgewater,2022,2,townmtg_election,https://ma-eastbridgewater.civicplus.com/DocumentCenter/View/1762/November-14-2022-Special-Town-Meeting-PDF,"November 14, 2022 Special Town Meeting (PDF)"
East Bridgewater,2022,2,townmtg_election,https://ma-eastbridgewater.civicplus.com/DocumentCenter/View/1767/May-9-2022-Special-and-Annual-Town-Meeting-PDF,"May 9, 2022 Special and Annual Town Meeting (PDF)"
East Bridgewater,2023,1,annual_report,https://ma-eastbridgewater.civicplus.com/DocumentCenter/View/1760/2023-Annual-Town-Report-PDF,2023 Annual Town Report (PDF)
East Bridgewater,2023,1,annual_report,https://www.eastbridgewaterma.gov/DocumentCenter/View/602/2023-Annual-Town-Report-PDF,
East Bridgewater,2023,2,townmtg_election,https://ma-eastbridgewater.civicplus.com/DocumentCenter/View/1763/October-2-2023-Special-Town-Meeting-PDF,"October 2, 2023 Special Town Meeting (PDF)"
East Bridgewater,2023,2,townmtg_election,https://ma-eastbridgewater.civicplus.com/DocumentCenter/View/1764/May-8-2023-Special-and-Annual-Town-Meeting-PDF,"May 8, 2023 Special and Annual Town Meeting (PDF)"
East Bridgewater,2025,2,townmtg_election,https://eastbridgewaterma.gov/DocumentCenter/View/1754/Town-Meeting---May-12-2025---Warrant---Final-Version-DOCX,File Town Meeting - May 12 2025 - Warrant - Final Version (D
East Bridgewater,2025,2,townmtg_election,https://eastbridgewaterma.gov/DocumentCenter/View/1755/Annual-Town-Meeting---May-12-2025---Operating-Budget-PDF,Annual Town Meeting - May 12 2025 - Operating Budget (PDF)
East Bridgewater,2025,3,election_page,https://eastbridgewaterma.gov/1694/Town-Clerk,Town Clerk
East Bridgewater,2025,3,election_page,https://eastbridgewaterma.gov/2185/Special-Town-Election---November-15-2025,"Special Town Election - November 15, 2025"
East Brookfield,2021,3,election_page,https://eastbrookfieldma.us/1201/Town-Clerk,
East Brookfield,2021,3,election_page,https://eastbrookfieldma.us/1277/Annual-Town-Election,
East Brookfield,2021,3,election_page,https://eastbrookfieldma.us/AgendaCenter/ViewFile/Agenda/_06172025-40?html=true,Town Clerk Meeting with no agenda
East Brookfield,2021,4,minutes,https://eastbrookfieldma.us/DocumentCenter/View/683,Town Clerk Minutes 11 08 2021?bidId=
East Brookfield,2022,3,election_page,https://eastbrookfieldma.us/1201/Town-Clerk,
East Brookfield,2022,3,election_page,https://eastbrookfieldma.us/1277/Annual-Town-Election,
East Brookfield,2022,3,election_page,https://eastbrookfieldma.us/AgendaCenter/ViewFile/Agenda/_06172025-40?html=true,Town Clerk Meeting with no agenda
East Brookfield,2022,4,minutes,https://eastbrookfieldma.us/DocumentCenter/View/688,Town Clerk Minutes 10 04 2022?bidId=
East Brookfield,2023,3,election_page,https://eastbrookfieldma.us/1201/Town-Clerk,
East Brookfield,2023,3,election_page,https://eastbrookfieldma.us/1277/Annual-Town-Election,
East Brookfield,2023,3,election_page,https://eastbrookfieldma.us/AgendaCenter/ViewFile/Agenda/_06172025-40?html=true,Town Clerk Meeting with no agenda
East Brookfield,2023,4,minutes,https://eastbrookfieldma.us/DocumentCenter/View/692,Town Clerk Minutes 10 10 2023?bidId=
East Brookfield,2024,3,election_page,https://eastbrookfieldma.us/1201/Town-Clerk,
East Brookfield,2024,3,election_page,https://eastbrookfieldma.us/1277/Annual-Town-Election,
East Brookfield,2024,3,election_page,https://eastbrookfieldma.us/AgendaCenter/ViewFile/Agenda/_06172025-40?html=true,Town Clerk Meeting with no agenda
East Brookfield,2024,4,minutes,https://eastbrookfieldma.us/DocumentCenter/View/694,Town Clerk Minutes 11 18 2024?bidId=
Edgartown,2022,3,election_page,https://edgartown-ma.us/departments/town-clerk,Town Clerk
Edgartown,2022,3,election_page,https://edgartown-ma.us/departments/town-clerk/dog-licensing,Dog Licensing
Edgartown,2022,3,election_page,https://edgartown-ma.us/departments/town-clerk/marriage-licenses,Marriage Licenses
Edgartown,2023,3,election_page,https://edgartown-ma.us/departments/town-clerk,Town Clerk
Edgartown,2023,3,election_page,https://edgartown-ma.us/departments/town-clerk/dog-licensing,Dog Licensing
Edgartown,2023,3,election_page,https://edgartown-ma.us/departments/town-clerk/marriage-licenses,Marriage Licenses
Egremont,2021,1,annual_report,https://www.egremont-ma.gov/DocumentCenter/View/231,Electric Aggregation Annual Report 2021 Spreadsheet PDF?bidI
Egremont,2021,1,annual_report,https://www.egremont-ma.gov/DocumentCenter/View/232,Electric Aggregation Annual Report 2021 PDF?bidId=
Egremont,2021,1,annual_report,https://www.egremont-ma.gov/DocumentCenter/View/237/2021-Annual-Report-PDF,
Egremont,2021,1,annual_report,https://www.egremont-ma.gov/DocumentCenter/View/850,Planning Board Annual Report for July 1 2021 to June 30 2022
Erving,2022,2,townmtg_election,https://www.erving-ma.gov/sites/g/files/vyhlif4401/f/uploads/special_town_meeting_march_5_2022_vote_certificate.pdf,
Erving,2022,3,election_page,https://erving-ma.gov/255/Town-Clerk,Town Clerk
Erving,2022,4,minutes,https://erving-ma.gov/AgendaCenter/ViewFile/Minutes/_02022026-343,
Erving,2022,4,minutes,https://www.erving-ma.gov/DocumentCenter/View/1162,07 11 2022 Board of Assessors Minutes PDF?bidId=
Erving,2023,3,election_page,https://erving-ma.gov/255/Town-Clerk,Town Clerk
Erving,2023,4,minutes,https://www.erving-ma.gov/DocumentCenter/View/1149,02 28 2023 Board of Assessors Executive Session Minutes PDF?
Erving,2023,4,minutes,https://www.erving-ma.gov/DocumentCenter/View/1150,02 13 2023 Board of Assessors Minutes PDF?bidId=
Erving,2023,4,minutes,https://www.erving-ma.gov/DocumentCenter/View/1151,02 13 2023 Board of Assessors Executive Session Minutes PDF?
Erving,2025,1,annual_report,https://www.erving-ma.gov/DocumentCenter/View/2973/2025-Annual-Town-Report-PDF,Calendar Year 2025 Report (PDF)
Erving,2025,3,election_page,https://erving-ma.gov/255/Town-Clerk,Town Clerk
Erving,2025,4,minutes,https://erving-ma.gov/AgendaCenter/ViewFile/Minutes/_01162025-104,
Erving,2025,4,minutes,https://erving-ma.gov/AgendaCenter/ViewFile/Minutes/_01282025-121,
Foxborough,2023,4,minutes,"http://foxboroughma.gov/Pages/FoxboroughMA_BOSMin/Minutes%202010/Minutes%20March%2023,%202010.pdf",
Foxborough,2023,4,minutes,"http://foxboroughma.gov/Pages/FoxboroughMA_BOSMin/Minutes%202014/Sept.%2023,%202014%20Meeting%20Minutes",
Foxborough,2023,4,minutes,http://foxboroughma.gov/Pages/FoxboroughMA_COAMin/June%2023%202016%20Minutes.pdf,
Foxborough,2023,4,minutes,"http://www.foxboroughma.gov/Pages/FoxboroughMA_BOSMin/Minutes%202009/Minutes%20June%2023,%202009.pdf",
Georgetown,2021,1,annual_report,https://georgetownma.gov/government/boards___commissions/planning_board/Document Center/Government/Boards & Commissions/Planning Board/MA Dept. of Energy Resources - Green/georgetown_gc-annual-report-2021.xlsx?t=202306300850250,MA Dept. of Energy Resources - Green Communities Annual Repo
Georgetown,2021,1,annual_report,https://www.georgetownma.gov/sites/g/files/vyhlif616/f/uploads/annual_town_report_fy2021-1.pdf,
Georgetown,2021,1,annual_report,https://www.georgetownma.gov/sites/g/files/vyhlif616/f/uploads/light_department_annual_report-2021.pdf,
Georgetown,2021,2,townmtg_election,https://georgetownma.gov/departments/town_administrator/Document Center/Departments/Town Administrator/Town Meeting Warrants/annual_town_meeting_6212021.pdf?t=202306300850130,"June 21, 2021 ATM Warrant"
Georgetown,2022,1,annual_report,https://www.georgetownma.gov/sites/g/files/vyhlif616/f/uploads/light_department_annual_report-2022.pdf,
Georgetown,2022,2,townmtg_election,https://georgetownma.gov/departments/town_administrator/Document Center/Departments/Town Administrator/Documents & Forms/doc042522.pdf?t=202306300850090,"ATM / STM Town Meeting May 2, 2022"
Georgetown,2022,2,townmtg_election,https://georgetownma.gov/departments/town_administrator/Document Center/Departments/Town Administrator/Town Meeting Warrants/atm_stm_town_meeting_warrant_3022022.pdf?t=202306300850150,atm_stm_town_meeting_warrant_3022022
Georgetown,2022,2,townmtg_election,https://georgetownma.gov/departments/town_administrator/Document Center/Departments/Town Administrator/Town Meeting Warrants/doc042522_0.pdf?t=202306300850130,"May 2, 2022 ATM / STM Warrant"
Gill,2021,2,townmtg_election,https://gillmass.org/files/2021-0626_Annual_Town_Meeting_Warrant_Motions_Explanations_DRAFT_1.pdf,
Gill,2021,2,townmtg_election,https://www.gillmass.org/files/2021-0626_Annual_Town_Meeting_Warrant_FINAL.pdf,
Gill,2021,3,election_page,https://gillmass.org/TownClerk,Town Clerk
Gill,2021,3,election_page,https://gillmass.org/f/0/65/Town-Clerk-Documents--Forms,Town Clerk Documents & Forms
Gill,2022,2,townmtg_election,https://gillmass.org/files/2022-0523_Annual_Town_Meeting_Warrant_final.pdf,
Gill,2022,3,election_page,https://gillmass.org/TownClerk,Town Clerk
Gill,2022,3,election_page,https://gillmass.org/f/0/65/Town-Clerk-Documents--Forms,Town Clerk Documents & Forms
Gill,2022,3,election_page,https://gillmass.org/p/36/Town-Clerk,
Gill,2023,2,townmtg_election,https://gillmass.org/files/2023-1127_Town_Meeting_Proposed_Gill-Kearsarge_Solar_PILOT_Agreement_231108.pdf,
Gill,2023,3,election_page,https://gillmass.org/TownClerk,Town Clerk
Gill,2023,3,election_page,https://gillmass.org/f/0/65/Town-Clerk-Documents--Forms,Town Clerk Documents & Forms
Gill,2023,3,election_page,https://gillmass.org/p/36/Town-Clerk,
Gill,2024,3,election_page,https://gillmass.org/TownClerk,Town Clerk
Gill,2024,3,election_page,https://gillmass.org/f/0/65/Town-Clerk-Documents--Forms,Town Clerk Documents & Forms
Gill,2024,3,election_page,https://gillmass.org/p/36/Town-Clerk,
Gill,2024,4,minutes,https://gillmass.org/files/Gill_FinanceCommittee_2024-12-09_Minutes.pdf,
Gill,2025,3,election_page,https://gillmass.org/TownClerk,Town Clerk
Gill,2025,3,election_page,https://gillmass.org/f/0/65/Town-Clerk-Documents--Forms,Town Clerk Documents & Forms
Gill,2025,3,election_page,https://gillmass.org/p/36/Town-Clerk,
Gill,2025,4,minutes,https://gillmass.org/files/Gill_Selectboard_2025-01-13_Minutes_with_FinCom.pdf,
Gosnold,2021,3,election_page,https://www.gosnold-ma.gov/222/Town-Clerk,
Gosnold,2022,3,election_page,https://www.gosnold-ma.gov/222/Town-Clerk,
Gosnold,2023,3,election_page,https://www.gosnold-ma.gov/222/Town-Clerk,
Gosnold,2024,3,election_page,https://www.gosnold-ma.gov/222/Town-Clerk,
Gosnold,2025,1,annual_report,https://drive.google.com/uc?export=download&id=1w1gaRDo0yQYnkBHGsTBtCm4X5mGZL_BqzssdqpjvWWI,Town Report 2025
Gosnold,2025,3,election_page,https://www.gosnold-ma.gov/222/Town-Clerk,
Granby,2021,3,election_page,https://granby-ma.gov/elections,Elections
Granby,2021,3,election_page,https://granby-ma.gov/townclerk,Town Clerk
Granby,2021,4,minutes,"http://granby-ma.gov/Pages/GranbyMA_Clerk/TC-Minutes/2010-Minutes/June%2021,%202010%20Special%20Town%20Meeting.pdf",
Granby,2021,4,minutes,http://www.granby-ma.gov/Pages/GranbyMA_CoA/COAMin/2012/MINUTES%202152012.pdf,
Granby,2022,1,annual_report,https://www.granby-ma.gov/sites/g/files/vyhlif4466/f/uploads/2022_annual_report_0.pdf,
Granby,2022,3,election_page,https://granby-ma.gov/elections,Elections
Granby,2022,3,election_page,https://granby-ma.gov/townclerk,Town Clerk
Granby,2022,4,minutes,"http://www.granby-ma.gov/Pages/GranbyMA_Clerk/TC-Minutes/2010-Minutes/February%2022,%202010%20Special%20Town%20Meeting.pdf",
Granby,2023,3,election_page,https://granby-ma.gov/elections,Elections
Granby,2023,3,election_page,https://granby-ma.gov/townclerk,Town Clerk
Granby,2023,4,minutes,http://www.granby-ma.gov/pages/GranbyMA_ConservationMin/2013/July%2023-Minutes-ConCom.pdf,
Granby,2024,3,election_page,https://granby-ma.gov/elections,Elections
Granby,2024,3,election_page,https://granby-ma.gov/townclerk,Town Clerk
Granby,2025,3,election_page,https://granby-ma.gov/elections,Elections
Granby,2025,3,election_page,https://granby-ma.gov/townclerk,Town Clerk
Great Barrington,2021,1,annual_report,https://www.townofgb.org/DocumentCenter/View/924,FY22 Annual Town Report PDF July 1 2021 to June 30 2022?bidI
Great Barrington,2021,2,townmtg_election,https://townofgb.org/DocumentCenter/View/1304/June-7-2021-Annual-Town-Meeting-Warrant-PDF,"June 7, 2021 Annual Town Meeting Warrant (PDF)"
Great Barrington,2021,2,townmtg_election,https://townofgb.org/ImageRepository/Document?documentID=201,Department / Town Clerk / Town Meetings 2021
Great Barrington,2021,3,election_page,https://theberkshireedge.com/tag/elections/,elections
Great Barrington,2023,1,annual_report,https://www.townofgb.org/DocumentCenter/View/922,FY 24 Annual Town Report PDF July 1 2023 to June 30 2024?bid
Great Barrington,2023,1,annual_report,https://www.townofgb.org/DocumentCenter/View/923,FY 23 Annual Town Report PDF July 1 2022 to June 30 2023?bid
Great Barrington,2023,2,townmtg_election,https://townofgb.org/DocumentCenter/View/1326/May-1-2023-Annual-Town-Meeting-Warrant-PDF,"May 1, 2023 Annual Town Meeting Warrant (PDF)"
Great Barrington,2023,2,townmtg_election,https://townofgb.org/DocumentCenter/View/1327/October-23-2023-Special-Town-Meeting-Warrant-PDF,"October 23, 2023 Special Town Meeting Warrant (PDF)"
Great Barrington,2025,1,annual_report,https://townofgb.org/DocumentCenter/View/2448/SCAC-Annual-Report-2025,Seasonal Communities Advisory Council – 2025 Annual Report
Great Barrington,2025,2,townmtg_election,https://townofgb.org/DocumentCenter/View/1151/2025-TOWN-MEETING---FY26-BUDGET-SUMMARIES,FY 26 Budget
Great Barrington,2025,2,townmtg_election,https://townofgb.org/DocumentCenter/View/1346/April-17-2025-Special-Town-Meeting-PDF,"April 17, 2025 Special Town Meeting (PDF)"
Great Barrington,2025,2,townmtg_election,https://townofgb.org/DocumentCenter/View/1347/May-3-2025-Annual-Town-Meeting,"May 3, 2025 Annual Town Meeting"
Hadley,2025,3,election_page,https://hadleyma.org/town-clerk,Town Clerk
Hadley,2025,3,election_page,https://www.hadleyma.org/town-clerk/pages/transfer-station,Transfer Station
Hadley,2025,3,election_page,https://www.hadleyma.org/town-clerk/pages/voting-elections,Voting & Elections
Hampden,2021,1,annual_report,https://www.hampdenma.gov/sites/g/files/vyhlif656/f/uploads/annual_report_hampden_2021.pdf,
Hampden,2021,3,election_page,https://hampdenma.gov/203/Town-Clerk,Town Clerk
Hampden,2021,3,election_page,https://hampdenma.gov/274/Town-Meetings-Elections,Elections & Town Meetings
