municipality,year,status,host,native_url
Hopkinton,2023,HOST_ONLY,ehop.org,https://ehop.org/2023/05/town-election-results-2023/
Hopkinton,2025,HOST_ONLY,ehop.org,https://ehop.org/wp/wp-content/uploads/2025/05/2025-05-19-ATE-Unofficial-Results-1.pdf
Foxborough,2021,HOST_ONLY,foxboroughma.gov,https://www.foxboroughma.gov/common/pages/GetFile.ashx?key=4J8NARJh
Foxborough,2022,HOST_ONLY,foxboroughma.gov,https://www.foxboroughma.gov/common/pages/GetFile.ashx?key=UKgaAbVW
Foxborough,2023,HOST_ONLY,foxboroughma.gov,https://www.foxboroughma.gov/departments/town_clerk/election_information/election_results
Foxborough,2024,HOST_ONLY,foxboroughma.gov,https://www.foxboroughma.gov/common/pages/GetFile.ashx?key=dC81Ab7R
Foxborough,2025,HOST_ONLY,foxboroughma.gov,https://www.foxboroughma.gov/common/pages/GetFile.ashx?key=pMo9AWY0
Sharon,2024,HOST_ONLY,townofsharon.net,https://www.townofsharon.net/sites/g/files/vyhlif3801/f/uploads/ate2024-may.pdf
Concord,2021,HOST_ONLY,concordma.gov,https://concordma.gov/DocumentCenter/View/28663/2021-03-25-Official-Tally-Town-Election
Concord,2022,HOST_ONLY,concordma.gov,https://concordma.gov/DocumentCenter/View/35993/April-12-2022-Annual-Town-Election-Unofficial-Results
Concord,2023,HOST_ONLY,concordma.gov,https://concordma.gov/DocumentCenter/View/41598/2023-03-28-Official-Election-Results
Concord,2024,HOST_ONLY,concordma.gov,https://concordma.gov/DocumentCenter/View/48018/2024-04-09_Official_Election-Results
Concord,2025,HOST_ONLY,concordma.gov,https://concordma.gov/DocumentCenter/View/54741/20250408_Official_Election_Results
Pembroke,2025,HOST_ONLY,pembroke-ma.gov,https://www.pembroke-ma.gov/sites/g/files/vyhlif3666/f/uploads/elections_total_sheet_5-17_1.pdf
Somerset,2021,HOST_ONLY,townofsomerset.org,https://www.townofsomerset.org/ArchiveCenter/ViewFile/Item/78
Somerset,2022,HOST_ONLY,townofsomerset.org,https://www.townofsomerset.org/ArchiveCenter/ViewFile/Item/74
Somerset,2024,HOST_ONLY,townofsomerset.org,https://www.townofsomerset.org/ArchiveCenter/ViewFile/Item/139
Newburyport,2021,HOST_ONLY,cityofnewburyport.com,https://www.cityofnewburyport.com/sites/g/files/vyhlif12211/f/uploads/november_2_2021_election_results.pdf
Newburyport,2023,HOST_ONLY,cityofnewburyport.com,https://www.cityofnewburyport.com/city-clerk/files/nov-2023-election-results
Newburyport,2025,HOST_ONLY,cityofnewburyport.com,https://www.cityofnewburyport.com/sites/g/files/vyhlif12211/f/news/municipal_election_11-4-25_official_results.pdf
South Hadley,2021,HOST_ONLY,southhadley.org,https://www.southhadley.org/DocumentCenter/View/8303/April-13-2021-Annual-Town-Election-Official-Results
South Hadley,2024,HOST_ONLY,southhadley.org,https://www.southhadley.org/DocumentCenter/View/12606/2024_Annual_Town_Election_South_Hadley_Official_ResultsPDF
Rockland,2021,HOST_ONLY,cityofnewburyport.com,https://www.cityofnewburyport.com/city-clerk/files/november-2-2021-election-results
Rockland,2024,HOST_ONLY,cityofnewburyport.com,https://www.cityofnewburyport.com/city-clerk/files/official-results-1232024
Webster,2024,HOST_ONLY,webster-ma.gov,https://www.webster-ma.gov/DocumentCenter/View/23308/MAY-13-TOWN-ELECTION-RESULTS
Webster,2025,HOST_ONLY,webster-ma.gov,https://www.webster-ma.gov/DocumentCenter/View/31860/May-5-2025-Election-Results?bidId=
Greenfield,2021,HOST_ONLY,cms5.revize.com,https://cms5.revize.com/revize/greenfield/2021_Official_November_2_2021_Biennial_City_Election_Results.pdf
Greenfield,2022,HOST_ONLY,greenfield-ma.gov,https://www.greenfield-ma.gov/departments/town-clerk/election-information
Greenfield,2023,HOST_ONLY,greenfield-ma.gov,https://greenfield-ma.gov/departments/city_clerk/local_election_2023.php
Greenfield,2024,HOST_ONLY,greenfield-ma.gov,https://greenfield-ma.gov/elections_and_voting/elections_results.php
Greenfield,2025,HOST_ONLY,cms5.revize.com,"https://cms5.revize.com/revize/greenfield/Document_Center/Department/Elections/Official%20Results%20-%20November%204,%202025%20Local%20General%20Election.pdf?t=202511071308170&t=202511071308170"
Southbridge,2021,HOST_MISSING,southbridgema.gov,https://www.southbridgema.gov/sites/g/files/vyhlif4796/f/pages/2021_annual_town_election.pdf
Southbridge,2022,HOST_MISSING,southbridgema.gov,https://www.southbridgema.gov/sites/g/files/vyhlif4796/f/pages/2022_ate_results.pdf
Southbridge,2023,HOST_MISSING,southbridgema.gov,https://www.southbridgema.gov/sites/g/files/vyhlif4796/f/pages/2023_ate_final_results.pdf
Southbridge,2024,HOST_ONLY,ci.southbridge.ma.us,https://www.ci.southbridge.ma.us/CivicAlerts.asp?AID=188&ARC=324
Southbridge,2025,HOST_MISSING,southbridgema.gov,https://www.southbridgema.gov/sites/g/files/vyhlif4796/f/pages/2025_ate_final_results.pdf
Amesbury,2025,HOST_ONLY,amesburyma.gov,https://www.amesburyma.gov/DocumentCenter/View/5718/2025-11-04-Municipal-Election-Results-UNOFFICIAL-
Swansea,2021,HOST_ONLY,cms8.revize.com,https://cms8.revize.com/revize/swanseama/election_results_for_04-12-2021%20(3).pdf
Swansea,2022,HOST_ONLY,cms8.revize.com,https://cms8.revize.com/revize/swanseama/ATE%20-%20final%20results%20-%202022.pdf
Swansea,2023,HOST_ONLY,cms8.revize.com,https://cms8.revize.com/revize/swanseama/Unofficial%20Results%2004-10-223.pdf
Swansea,2024,HOST_ONLY,cms8.revize.com,https://cms8.revize.com/revize/swanseama/Official%20Results%20of%20Annual%20Town%20Election%202024.pdf
Swansea,2025,HOST_ONLY,cms8.revize.com,https://cms8.revize.com/revize/swanseama/OFFICIAL%20RESULTS%20OF%20ATE%2004-14-25.pdf
Bellingham,2021,HOST_ONLY,bellinghamma.org,https://www.bellinghamma.org/DocumentCenter/View/407/2021-Annual-Town-Election-PDF
Bellingham,2022,HOST_ONLY,bellinghamma.org,https://www.bellinghamma.org/DocumentCenter/View/408/2022-Annual-Town-Election-PDF
Bellingham,2024,HOST_ONLY,bellinghamma.org,https://www.bellinghamma.org/DocumentCenter/View/1578/2024-Annual-Town-Election-PDF
Bellingham,2025,HOST_ONLY,bellinghamma.org,https://www.bellinghamma.org/DocumentCenter/View/3617/2025-Annual-Town-Election-PDF
Auburn,2023,HOST_ONLY,auburnma.gov,https://www.auburnma.gov/Archive.aspx?ADID=1775
Auburn,2024,HOST_ONLY,pakachoaggolfcourse.com,https://www.pakachoaggolfcourse.com/DocumentCenter/View/14358/UNOFFICIAL-election-Results-May-21-2024-PDF
Auburn,2025,HOST_ONLY,auburnma.gov,https://www.auburnma.gov/Archive.aspx?ADID=1780
East Longmeadow,2022,HOST_ONLY,eastlongmeadowma.gov,https://www.eastlongmeadowma.gov/DocumentCenter/View/13039/Final-Election-Results-6-7-2022-Town-Election
East Longmeadow,2023,HOST_ONLY,eastlongmeadowma.gov,https://www.eastlongmeadowma.gov/DocumentCenter/View/14486/Unofficial-6-6-23-Election-results-?bidId=
East Longmeadow,2024,HOST_ONLY,eastlongmeadowma.gov,https://www.eastlongmeadowma.gov/DocumentCenter/View/16444/6-4-2024-Town-Election-results-Official-?bidId=
Westport,2021,HOST_ONLY,resources.finalsite.net,https://resources.finalsite.net/images/v1647976000/westportschoolsorg/zq1bv4gpvmea1uyndesy/WestportTownReport2021FINAL.pdf
Westport,2025,HOST_ONLY,westport-ma.com,https://www.westport-ma.com/sites/g/files/vyhlif12811/f/news/final_results_04.08.2025_annual_town_election.pdf
Northbridge,2024,HOST_ONLY,northbridgemass.org,https://www.northbridgemass.org/sites/g/files/vyhlif981/f/uploads/final_results_0.pdf
Northbridge,2025,HOST_ONLY,northbridgemass.org,https://www.northbridgemass.org/sites/g/files/vyhlif981/f/uploads/results_2025.pdf
Duxbury,2022,HOST_ONLY,town.duxbury.ma.us,https://www.town.duxbury.ma.us/sites/g/files/vyhlif10506/f/uploads/annual_town_election_official_results_3-26-2022.pdf
Duxbury,2024,HOST_ONLY,town.duxbury.ma.us,https://www.town.duxbury.ma.us/sites/g/files/vyhlif10506/f/pages/official_results_-_website.pdf
Duxbury,2025,HOST_ONLY,town.duxbury.ma.us,https://www.town.duxbury.ma.us/sites/g/files/vyhlif10506/f/pages/official_results_0.pdf
Longmeadow,2021,HOST_ONLY,longmeadowma.gov,https://www.longmeadowma.gov/ArchiveCenter/ViewFile/Item/707
Longmeadow,2022,HOST_ONLY,longmeadowma.gov,https://www.longmeadowma.gov/ArchiveCenter/ViewFile/Item/766
Longmeadow,2023,HOST_ONLY,longmeadowma.gov,https://www.longmeadowma.gov/ArchiveCenter/ViewFile/Item/756
Longmeadow,2024,HOST_ONLY,longmeadowma.gov,https://www.longmeadowma.gov/DocumentCenter/View/9208/OFFICIAL-RESULTS---ANNUAL-TOWN-ELECTION---JUNE-11-2024?bidId=
Longmeadow,2025,HOST_ONLY,longmeadowma.gov,https://www.longmeadowma.gov/DocumentCenter/View/10333/OFFICIAL-RESULTS----ANNUAL-TOWN-ELECTION--JUNE-3-2025?bidId=
Northborough,2023,HOST_ONLY,town.northborough.ma.us,https://www.town.northborough.ma.us/sites/g/files/vyhlif3571/f/uploads/northborough_official_election_results_5-09-2023.pdf
Northborough,2024,HOST_ONLY,town.northborough.ma.us,https://www.town.northborough.ma.us/sites/g/files/vyhlif12221/f/uploads/northborough_official_election_results_ate_05-14-2024_atd.pdf
Northborough,2025,HOST_ONLY,town.northborough.ma.us,https://www.town.northborough.ma.us/sites/g/files/vyhlif12221/f/uploads/northborough_official_election_results_05-13-2025_1.pdf
North Reading,2023,HOST_ONLY,northreadingma.gov,https://www.northreadingma.gov/DocumentCenter/View/4660/May-2-2023-Town-Election-Official-Results
North Reading,2024,HOST_ONLY,northreadingma.gov,https://www.northreadingma.gov/DocumentCenter/View/480/May-7-2024-Local-Election-Official-Results
North Reading,2025,HOST_ONLY,northreadingma.gov,https://www.northreadingma.gov/DocumentCenter/View/4657/5-6-25-Town-Election-Official-Results-0
Seekonk,2022,HOST_MISSING,seekonkma.gov,https://www.seekonkma.gov/DocumentCenter/View/7289/2022-Annual-Town-Election-Results-PDF
Seekonk,2023,HOST_ONLY,seekonk-ma.gov,https://www.seekonk-ma.gov/DocumentCenter/View/1478/432023-Annual-Town-Election-Results
Seekonk,2024,HOST_ONLY,seekonk-ma.gov,https://www.seekonk-ma.gov/DocumentCenter/View/2385/4124-Town-Election-Results-PDF
Seekonk,2025,HOST_ONLY,seekonk-ma.gov,https://www.seekonk-ma.gov/DocumentCenter/View/3322/4725-Town-Election-Results-PDF
Clinton,2021,HOST_ONLY,clintonma.gov,https://www.clintonma.gov/DocumentCenter/View/2344/2021-Town-Election-Results-PDF
Clinton,2022,HOST_ONLY,clintonma.gov,https://www.clintonma.gov/DocumentCenter/View/1632
Clinton,2023,HOST_ONLY,clintonma.gov,https://www.clintonma.gov/DocumentCenter/View/2985/2023-Town-Election-Results?bidId=
Clinton,2024,HOST_ONLY,clintonma.gov,https://www.clintonma.gov/DocumentCenter/View/3400/Town-Election-Results-June-2024
Clinton,2025,HOST_ONLY,clintonma.gov,https://www.clintonma.gov/DocumentCenter/View/3636
Belchertown,2021,HOST_ONLY,belchertown.org,https://www.belchertown.org/ArchiveCenter/ViewFile/Item/197
Belchertown,2022,HOST_ONLY,belchertown.org,https://www.belchertown.org/ArchiveCenter/ViewFile/Item/198
Belchertown,2023,HOST_ONLY,belchertown.org,https://www.belchertown.org/Archive.aspx?ADID=189
Belchertown,2024,HOST_ONLY,belchertown.org,https://www.belchertown.org/ArchiveCenter/ViewFile/Item/441
Belchertown,2025,HOST_ONLY,belchertown.org,https://www.belchertown.org/ArchiveCenter/ViewFile/Item/505
Raynham,2021,HOST_ONLY,town.raynham.ma.us,https://www.town.raynham.ma.us/town-clerk/news/unofficial-results-town-election-april-24-2021
Raynham,2022,HOST_MISSING,raynham-ma.gov,https://www.raynham-ma.gov/DocumentCenter/View/5071/2022-Annual-Election-Results-Final-PDF
Raynham,2023,HOST_ONLY,town.raynham.ma.us,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/copy_of_unofficial_results_4-22-2023_1_0.pdf
Raynham,2024,HOST_ONLY,town.raynham.ma.us,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/unofficial_annual_town_election_results-april_27_2024.pdf
Raynham,2025,HOST_ONLY,town.raynham.ma.us,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election-4-26-25-official_results_1.pdf
Whitman,2022,HOST_ONLY,whitman-ma.gov,https://www.whitman-ma.gov/ArchiveCenter/ViewFile/Item/1300
Whitman,2023,HOST_ONLY,whitman-ma.gov,https://www.whitman-ma.gov/ArchiveCenter/ViewFile/Item/1299
Whitman,2024,HOST_ONLY,whitman-ma.gov,https://www.whitman-ma.gov/ArchiveCenter/ViewFile/Item/1330
Mashpee,2021,HOST_ONLY,mashpeema.gov,https://www.mashpeema.gov/DocumentCenter/View/2496/02-03-2021
Mashpee,2023,HOST_ONLY,records.mashpeema.gov,https://records.mashpeema.gov/WebLink/0/doc/359370/Page23.aspx
Mashpee,2025,HOST_ONLY,mashpeema.gov,https://www.mashpeema.gov/DocumentCenter/View/4091/12-03-2025
Holliston,2021,HOST_ONLY,townofholliston.us,https://www.townofholliston.us/Archive.aspx?ADID=123
Holliston,2022,HOST_ONLY,townofholliston.us,https://www.townofholliston.us/Archive.aspx?ADID=122
Holliston,2023,HOST_ONLY,townofholliston.us,https://www.townofholliston.us/Archive.aspx?ADID=121
Holliston,2024,HOST_ONLY,townofholliston.us,https://www.townofholliston.us/Archive.aspx?ADID=118
Holliston,2025,HOST_ONLY,townofholliston.us,https://www.townofholliston.us/sites/g/files/vyhlif706/f/uploads/official_results_ate_5-20-2025.pdf
Hanover,2022,HOST_ONLY,hanover-ma.gov,https://www.hanover-ma.gov/sites/g/files/vyhlif12081/f/uploads/town_of_hanover_official_results_5-7-2022.pdf
Hanover,2023,HOST_ONLY,hanover-ma.gov,https://www.hanover-ma.gov/finance-department/town-clerk/files/official-results-reports-annual-town-election-5-13-23
Hanover,2024,HOST_ONLY,hanover-ma.gov,https://www.hanover-ma.gov/sites/g/files/vyhlif12081/f/uploads/official_results_reports_annual_town_election_5-18-24.pdf
Hanover,2025,HOST_ONLY,hanover-ma.gov,https://www.hanover-ma.gov/sites/g/files/vyhlif12081/f/uploads/official_results_reports_annual_town_election_5-17-25.pdf
Dennis,2021,HOST_ONLY,town.dennis.ma.us,https://www.town.dennis.ma.us/DocumentCenter/View/669/2021-Annual-Town-Election-PDF
Dennis,2022,HOST_ONLY,town.dennis.ma.us,https://www.town.dennis.ma.us/DocumentCenter/View/684/2022-Annual-Town-Election---Official-Results-PDF
Dennis,2023,HOST_ONLY,town.dennis.ma.us,https://www.town.dennis.ma.us/DocumentCenter/View/683/2023-Annual-Town-Election---Official-Results-PDF
Dennis,2024,HOST_ONLY,town.dennis.ma.us,https://www.town.dennis.ma.us/DocumentCenter/View/2502/Annual-Town-Election-5-14-2024-Official-Results
Dennis,2025,HOST_ONLY,town.dennis.ma.us,https://www.town.dennis.ma.us/DocumentCenter/View/3474/OFFICIAL-Annual-Town-Election-Results-5-13-2025
Wilbraham,2023,HOST_ONLY,wilbraham-ma.gov,https://www.wilbraham-ma.gov/DocumentCenter/View/5578/Clerk-Tally-Sheet-52023-After-Recount?bidId=
Wilbraham,2024,HOST_ONLY,wilbraham-ma.gov,https://wilbraham-ma.gov/DocumentCenter/View/6199/Clerk-Tally-Sheet-51824--1
Wilbraham,2025,HOST_ONLY,wilbraham-ma.gov,https://www.wilbraham-ma.gov/DocumentCenter/View/6577/2025-Unofficial-Annual-Town-Election-Results
East Bridgewater,2023,HOST_ONLY,eastbridgewaterma.gov,https://www.eastbridgewaterma.gov/sites/g/files/vyhlif516/f/news/skm_450i23051409010.pdf
Bedford,2022,HOST_ONLY,bedfordnh.org,https://bedfordnh.org/DocumentCenter/View/5680/2022-TOWN-RESULTS
Bedford,2025,HOST_ONLY,bedfordma.gov,https://www.bedfordma.gov/DocumentCenter/View/5132/March-8-2025-Annual-Town-Meeting-Results-PDF
Nantucket,2023,HOST_ONLY,nantucketcurrent.com,https://nantucketcurrent.com/news/nantucket-election-results
Nantucket,2025,HOST_ONLY,nantucket-ma.gov,https://www.nantucket-ma.gov/DocumentCenter/View/51611/2025ATE---TallyPrelim
Uxbridge,2023,HOST_ONLY,uxbridge-ma.gov,https://www.uxbridge-ma.gov/town-clerk/news/may-23-2023-certified-election-results
Uxbridge,2024,HOST_ONLY,uxbridge-ma.gov,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/may_21_2024_ate_official_results.pdf
Uxbridge,2025,HOST_ONLY,uxbridge-ma.gov,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/may_20_2025_ate_official_results.pdf
Wayland,2021,HOST_ONLY,wayland.ma.us,https://www.wayland.ma.us/DocumentCenter/View/13176/offical_results_for_posting_may_11_2021
Wayland,2022,HOST_ONLY,wayland.ma.us,https://www.wayland.ma.us/DocumentCenter/View/13174/officials_results_ate_2022xls_1
Wayland,2024,HOST_ONLY,wayland.ma.us,https://www.wayland.ma.us/DocumentCenter/View/13173/572024_annual_town_election_official
Wayland,2025,HOST_ONLY,ma-wayland.civicplus.com,https://ma-wayland.civicplus.com/DocumentCenter/View/12784/Annual-Town-Election--April-1-2025-PDF
Millbury,2021,HOST_ONLY,millburyma.gov,https://www.millburyma.gov/1422/Annual-Town-Elections
Millbury,2022,HOST_ONLY,millburyma.gov,https://www.millburyma.gov/1422/Annual-Town-Elections
Millbury,2023,HOST_ONLY,millburyma.gov,https://www.millburyma.gov/1422/Annual-Town-Elections
Millbury,2024,HOST_ONLY,millburyma.gov,https://millburyma.gov/DocumentCenter/View/4211/Unofficial-Results
Millbury,2025,HOST_ONLY,millburyma.gov,https://millburyma.gov/DocumentCenter/View/4207/Official-Results
Ipswich,2023,HOST_ONLY,ipswichma.gov,https://www.ipswichma.gov/DocumentCenter/View/15975/2023-05-16-Annual-Town-Election-
Harwich,2022,HOST_ONLY,content.civicplus.com,https://content.civicplus.com/api/assets/36408dde-cd76-4302-a4d2-b05b60901e7e?cache=1800
Harwich,2023,HOST_ONLY,content.civicplus.com,https://content.civicplus.com/api/assets/ma-harwich/16a43369-532f-44c3-a4fb-10e561418004?cache=1800
Harwich,2024,HOST_ONLY,content.civicplus.com,https://content.civicplus.com/api/assets/dbff8320-384c-4a75-aaf5-50ecc418e89c
Harwich,2025,HOST_ONLY,content.civicplus.com,https://content.civicplus.com/api/assets/3977636c-28f2-4cb3-92d7-e59e1c21d5df
Oxford,2021,HOST_ONLY,oxfordma.us,https://oxfordma.us/DocumentCenter/View/2373/May-18-2021---Official-Annual-Town-Election-Results
Oxford,2022,HOST_ONLY,oxfordma.us,https://oxfordma.us/DocumentCenter/View/2372/May-17-2022---Official-Annual-Town-Election-Results
Oxford,2023,HOST_ONLY,oxfordma.us,https://oxfordma.us/ArchiveCenter/ViewFile/Item/161
Oxford,2024,HOST_ONLY,oxfordma.us,https://oxfordma.us/DocumentCenter/View/1624/May-21-2024---Official-Annual-Town-Election-Results-
Charlton,2025,HOST_ONLY,townofcharlton.net,https://www.townofcharlton.net/DocumentCenter/View/4888/Official-Tally-2025-Annual-Town-Election
Lynnfield,2023,HOST_ONLY,town.lynnfield.ma.us,https://www.town.lynnfield.ma.us/sites/g/files/vyhlif3391/f/news/final_election_results_-_april_11.pdf
Lynnfield,2025,HOST_ONLY,lynnfieldma.gov,https://www.lynnfieldma.gov/DocumentCenter/View/2106/April-8-2025-Annual-Town-Election-Official-Results-
Medfield,2021,HOST_ONLY,town.medfield.net,https://www.town.medfield.net/DocumentCenter/View/5085/2021-Town-Election---Official-Results
Medfield,2022,HOST_ONLY,town.medfield.net,https://www.town.medfield.net/DocumentCenter/View/5975/March-28-2022---Official-Results
Medfield,2023,HOST_ONLY,town.medfield.net,https://www.town.medfield.net/DocumentCenter/View/7031/Stats-3-27-23
Medfield,2024,HOST_ONLY,town.medfield.net,https://www.town.medfield.net/DocumentCenter/View/7783/OFFICIAL-FINAL-RESULTS---Town-Elections-3-25-2024
Medfield,2025,HOST_ONLY,town.medfield.net,https://www.town.medfield.net/DocumentCenter/View/8470/Town-Election_Medfield_03_31_25_final
Rehoboth,2023,HOST_ONLY,rehobothma.gov,https://www.rehobothma.gov/home/news/official-4-4-23-annual-town-election-results
Palmer,2023,HOST_ONLY,townofpalmer.com,https://www.townofpalmer.com/vertical/sites/%7B034F9CAE-5196-4551-90C2-FBFD76374BDB%7D/uploads/20230614_085538(2).pdf
Tyngsborough,2023,HOST_ONLY,tyngsboroughma.gov,https://www.tyngsboroughma.gov/wp-content/uploads/2023/05/TOWN-ELECTION-16-MAY-2023.pdf
Tyngsborough,2024,HOST_ONLY,tyngsboroughma.gov,https://www.tyngsboroughma.gov/DocumentCenter/View/2159/May-2024-Annual-Town-Election---Unofficial-Results
Tyngsborough,2025,HOST_ONLY,tyngsboroughma.gov,https://www.tyngsboroughma.gov/CivicAlerts.asp?AID=214
Wrentham,2022,HOST_MISSING,wrentham-ma.gov,https://wrentham-ma.gov/news
Wrentham,2024,HOST_ONLY,wrentham.gov,https://www.wrentham.gov/DocumentCenter/View/173/04-01-24-Annual-Town-Election-Minutes-and-Results
Wrentham,2025,HOST_ONLY,wrentham.gov,https://www.wrentham.gov/DocumentCenter/View/4117
Spencer,2021,HOST_ONLY,spencerma.gov,https://www.spencerma.gov/DocumentCenter/View/1204/May-11th-2021-ATE-Election-Results
Spencer,2022,HOST_ONLY,spencerma.gov,https://www.spencerma.gov/DocumentCenter/View/1203/May-10th-2022-ATE-Election-Results
Spencer,2023,HOST_ONLY,spencerma.gov,https://www.spencerma.gov/DocumentCenter/View/1194/May-9th-2023-ATE-Election-Results
Spencer,2024,HOST_ONLY,spencerma.gov,https://www.spencerma.gov/DocumentCenter/View/1196/May-14th-2024-Annual-Town-Election
Spencer,2025,HOST_ONLY,spencerma.gov,https://www.spencerma.gov/DocumentCenter/View/1208/Final-Results-5-13-2025-Election
Athol,2021,HOST_ONLY,athol-ma.gov,https://www.athol-ma.gov/sites/g/files/vyhlif2741/f/uploads/10-12-23_athol_final_report_edit.opt_.pdf
Athol,2024,HOST_ONLY,athol-ma.gov,https://www.athol-ma.gov/home/news/election-results-april-1-2024-annual-town-election
Athol,2025,HOST_ONLY,athol-ma.gov,https://www.athol-ma.gov/home/files/athol-election-results-4-7-2025
Weston,2021,HOST_ONLY,westonma.gov,https://westonma.gov/DocumentCenter/View/29428/Summary-Vote-Town-Election-2021-PDF
Weston,2023,HOST_ONLY,weston.org,https://www.weston.org/DocumentCenter/View/35726/Summary-Vote-PDF?bidId=
Weston,2024,HOST_ONLY,westonma.gov,https://www.westonma.gov/1888/2024-Annual-Town-Election
Weston,2025,HOST_ONLY,westonma.gov,https://www.westonma.gov/DocumentCenter/View/40194/Final-Results-Town-Election-2025-PDF
Lunenburg,2021,HOST_ONLY,lunenburgma.gov,https://www.lunenburgma.gov/500/Notices-Election-Voting-InformationResul
Lunenburg,2023,HOST_ONLY,lunenburgma.gov,https://www.lunenburgma.gov/ArchiveCenter/ViewFile/Item/49
Lunenburg,2024,HOST_ONLY,lunenburgma.gov,https://www.lunenburgma.gov/DocumentCenter/View/2029/5182024-Annual-Town-Election-Official-Results-PDF
Carver,2021,HOST_ONLY,carverma.gov,https://www.carverma.gov/home/news/election-results-november-18-2025
Carver,2022,HOST_ONLY,carverma.gov,https://www.carverma.gov/emergency-management/files/private/hazard-mitigation-plan-2022
Carver,2024,HOST_ONLY,carverma.gov,https://www.carverma.gov/town-clerk/files/2024-local-election-results
Carver,2025,HOST_ONLY,carverma.gov,https://www.carverma.gov/town-clerk/files/april-26-2025-annual-town-election-candidates
Pepperell,2021,HOST_ONLY,town.pepperell.ma.us,https://town.pepperell.ma.us/DocumentCenter/View/6019/20210426-OFFICIAL-RESULTS---Annual-Town-Election
Pepperell,2022,HOST_ONLY,town.pepperell.ma.us,https://www.town.pepperell.ma.us/DocumentCenter/View/7223/20220425-OFFICIAL-RESULTS---Annual-Town-Election
Pepperell,2023,HOST_ONLY,town.pepperell.ma.us,https://www.town.pepperell.ma.us/DocumentCenter/View/8060/20230424-OFFICIAL-RESULTS---Annual-Town-Election
Pepperell,2024,HOST_ONLY,town.pepperell.ma.us,https://www.town.pepperell.ma.us/DocumentCenter/View/8670/20240422-OFFICIAL-RESULTS---Annual-Town-Election
Pepperell,2025,HOST_ONLY,town.pepperell.ma.us,https://www.town.pepperell.ma.us/DocumentCenter/View/9832/OFFICIAL-RESULTS-20250428
Lakeville,2025,HOST_ONLY,lakevillema.org,https://www.lakevillema.org/sites/g/files/vyhlif751/f/pages/official_results-_ate_april_7_2025_0.pdf
Holbrook,2023,HOST_ONLY,holbrookma.gov,https://www.holbrookma.gov/DocumentCenter/View/627
Holbrook,2025,HOST_ONLY,holbrookma.gov,https://holbrookma.gov/DocumentCenter/View/947/2025-45-certified-Annual-Town-Elec-Results
Norwell,2021,HOST_ONLY,townofnorwell.net,https://townofnorwell.net/Documents/Departments/Town%20Accountant/Annual%20Comprehensive%20Financial%20Reports/fy24_afcr.pdf
Norwell,2022,HOST_ONLY,cms2.revize.com,https://cms2.revize.com/revize/norwell/Documents/Departments/Town%20Accountant/Annual%20Comprehensive%20Financial%20Reports/norwell_ma_acfr22_-_final_002.pdf
Norwell,2025,HOST_ONLY,townofnorwell.net,https://townofnorwell.net/Documents/Departments/Town%20Accountant/Annual%20Comprehensive%20Financial%20Reports/fy24_afcr.pdf
Leicester,2025,HOST_ONLY,leicesterma.org,https://www.leicesterma.org/DocumentCenter/View/3948/FINAL-Special-Town-Election-Results-October-28-2025-
Maynard,2021,HOST_ONLY,townofmaynard-ma.gov,https://www.townofmaynard-ma.gov/DocumentCenter/View/1064
Maynard,2022,HOST_ONLY,townofmaynard-ma.gov,https://www.townofmaynard-ma.gov/DocumentCenter/View/1060
Maynard,2023,HOST_ONLY,townofmaynard-ma.gov,https://www.townofmaynard-ma.gov/DocumentCenter/View/2282/ATE---Official-Results---050223?bidId=
Maynard,2024,HOST_ONLY,townofmaynard-ma.gov,https://www.townofmaynard-ma.gov/DocumentCenter/View/2956
Maynard,2025,HOST_ONLY,townofmaynard-ma.gov,https://www.townofmaynard-ma.gov/DocumentCenter/View/3798/Official-Results-5-6-25
Hanson,2021,HOST_ONLY,hanson-ma.gov,https://www.hanson-ma.gov/town-clerk/files/annual-town-election-may-15-2021
Hanson,2022,HOST_ONLY,hanson-ma.gov,https://www.hanson-ma.gov/town-clerk/files/annual-town-election-may-21-2022
Hanson,2024,HOST_ONLY,whitman-ma.gov,https://www.whitman-ma.gov/Archive.aspx?ADID=1330
Hanson,2025,HOST_ONLY,hanson-ma.gov,https://www.hanson-ma.gov/planning-boarddepartment/files/hlc-approved-housing-production-plan-2025
Acushnet,2022,HOST_ONLY,acushnet.ma.us,https://www.acushnet.ma.us/documentcenter/view/887
Acushnet,2024,HOST_ONLY,acushnet.ma.us,https://www.acushnet.ma.us/1433/Eastern-Massachusetts-ARES
Southborough,2021,HOST_ONLY,southboroughtown.com,https://southboroughtown.com/DocumentCenter/View/1707/9-Skylar-Drive---Variance-PDF
Southborough,2023,HOST_ONLY,mysouthborough.com,https://www.mysouthborough.com/2023/05/10/election-result-highlights/
Winchendon,2021,HOST_ONLY,townofwinchendon.com,https://www.townofwinchendon.com/Archive.aspx?ADID=50
Winchendon,2022,HOST_ONLY,townofwinchendon.com,https://www.townofwinchendon.com/Archive.aspx?ADID=51
